advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti		21465928829	Facebook	rm3	Last 3 months	DK	Denmark	384	1	13485257	4469207	97294	25887
European Parliament		178362315106	Facebook	rm3	Last 3 months	DK	Denmark	81	1	5520284	2336495	47835	10807
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	rm3	Last 3 months	DK	Denmark	109	1	3477804	1154971	39231	10805
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	rm3	Last 3 months	DK	Denmark	693	1	3394607	768728	28925	6041
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	rm3	Last 3 months	DK	Denmark	135	1	3180810	1037983	41168	11528
Lizette Risgaard		547601668763372	Facebook	rm3	Last 3 months	DK	Denmark	71	1	2760918	1084998	29448	7632
Red Barnet		67571270393	Facebook	rm3	Last 3 months	DK	Denmark	61	1	2395923	839995	40188	10323
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	rm3	Last 3 months	DK	Denmark	33	1	2220674	843882	32544	8227
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	rm3	Last 3 months	DK	Denmark	12	1	1870937	789975	21568	6319
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	rm3	Last 3 months	DK	Denmark	178	1	1688489	396139	6146	1054
SF	SF	74796954245	Facebook	rm3	Last 3 months	DK	Denmark	45	1	1531952	419999	14441	3722
Pia Olsen Dyhr	SF	49348971479	Facebook	rm3	Last 3 months	DK	Denmark	51	1	1470944	469997	11709	3280
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	rm3	Last 3 months	DK	Denmark	34	1	1407952	382997	11885	2811
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	rm3	Last 3 months	DK	Denmark	22	1	1365978	486000	20697	6306
Mona Juul	Mona Juul	2079067062409423	Facebook	rm3	Last 3 months	DK	Denmark	76	1	1167924	338000	10300	2169
Enhedslisten	Enhedslisten	223040066022	Facebook	rm3	Last 3 months	DK	Denmark	22	1	1033966	331997	6491	1928
World Animal Protection Danmark		33588644626	Facebook	rm3	Last 3 months	DK	Denmark	5	1	925338	382950	11016	2479
Danske Medier	Danske Medier	300107073389986	Facebook	rm3	Last 3 months	DK	Denmark	47	1	835646	254909	3688	963
Naser Khader		1995019340791443	Facebook	rm3	Last 3 months	DK	Denmark	14	1	810986	255000	8781	2155
Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	rm3	Last 3 months	DK	Denmark	17	1	804983	265999	8567	2195
Facebook Nordic	Facebook	334318366655425	Facebook	rm3	Last 3 months	DK	Denmark	4	1	799995	399999	5355	2677
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	rm3	Last 3 months	DK	Denmark	36	1	763950	171997	4909	1031
SE Energi & Klima		169900309711559	Facebook	rm3	Last 3 months	DK	Denmark	6	1	757814	314129	4278	1135
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	rm3	Last 3 months	DK	Denmark	87	1	738766	172997	6025	1606
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	rm3	Last 3 months	DK	Denmark	64	1	738345	189681	4901	1285
