day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d127	2019-05-07	AT	Austria	2970	145	3128652	986368	43778	2711
d126	2019-05-06	AT	Austria	3087	157	3953861	1266602	50153	3686
d125	2019-05-05	AT	Austria	2966	169	4336078	1489042	44378	4481
d124	2019-05-04	AT	Austria	3044	173	4820504	1633976	50486	6655
d123	2019-05-03	AT	Austria	3068	180	4228906	1416634	46290	6294
d122	2019-05-02	AT	Austria	3063	184	4633175	1564802	46700	6054
d121	2019-05-01	AT	Austria	2976	180	6499622	2307677	70825	11616
d120	2019-04-30	AT	Austria	3495	213	5239962	1704163	58764	7479
d119	2019-04-29	AT	Austria	2851	210	5793825	2136481	47716	8014
d118	2019-04-28	AT	Austria	2728	196	3778292	1290193	36595	5181
d117	2019-04-27	AT	Austria	2701	209	3631527	1281767	35071	5219
d116	2019-04-26	AT	Austria	2769	212	3991171	1467681	37552	6068
d115	2019-04-25	AT	Austria	2494	217	3627311	1344827	34712	5217
d114	2019-04-24	AT	Austria	2421	204	2935910	958724	29723	3534
d113	2019-04-23	AT	Austria	2017	202	2456073	828340	23604	4359
d112	2019-04-22	AT	Austria	1738	206	1647769	548062	14026	1649
d111	2019-04-21	AT	Austria	1755	216	1641174	573665	13799	1646
d110	2019-04-20	AT	Austria	1753	226	1589125	515710	13768	1537
d109	2019-04-19	AT	Austria	1785	240	2402096	827375	18440	2839
d108	2019-04-18	AT	Austria	1542	247	1705203	567275	13217	2134
d107	2019-04-17	AT	Austria	1399	254	1292645	467760	10574	1469
d106	2019-04-16	AT	Austria	1289	268	1208299	405324	9754	1268
d105	2019-04-15	AT	Austria	1368	284	1307906	433720	10202	1202
d104	2019-04-14	AT	Austria	1324	295	1380543	505029	10126	1701
d103	2019-04-13	AT	Austria	1316	303	1327566	458547	10165	1513
d102	2019-04-12	AT	Austria	1326	337	1514857	528586	11368	1713
d101	2019-04-11	AT	Austria	1268	335	1153957	394379	9996	1175
d100	2019-04-10	AT	Austria	1133	326	1394407	477117	10326	1666
d099	2019-04-09	AT	Austria	1025	321	941129	282642	8283	1131
d098	2019-04-08	AT	Austria	999	316	837271	266910	7510	862
