week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	CZ	Czechia	639	102	2515732	747805	6484	1608
w018	Week 18	2019-04-29	2019-05-05	CZ	Czechia	1390	191	14011135	4993996	44342	14556
w017	Week 17	2019-04-22	2019-04-28	CZ	Czechia	1082	189	7772313	2332326	31705	9023
w016	Week 16	2019-04-15	2019-04-21	CZ	Czechia	932	209	9542668	3282751	35481	8439
w015	Week 15	2019-04-08	2019-04-14	CZ	Czechia	943	295	6238042	2430612	28259	5403
w014	Week 14	2019-04-01	2019-04-07	CZ	Czechia	767	287	3216141	1139776	12467	2234
w013	Week 13	2019-03-25	2019-03-31	CZ	Czechia	531	194	2677756	999738	10636	1994
w012	Week 12	2019-03-18	2019-03-24	CZ	Czechia	423	175	2523640	948415	10627	1776
w011	Week 11	2019-03-11	2019-03-17	CZ	Czechia	238	102	1126469	316538	3394	630
w010	Week 10	2019-03-04	2019-03-10	CZ	Czechia	264	94	1403813	459601	2798	505
w009	Week 9	2019-02-25	2019-03-03	CZ	Czechia	126	53	369555	121545	1535	328
w008	Week 8	2019-02-18	2019-02-24	CZ	Czechia	99	48	350662	102870	882	179
w007	Week 7	2019-02-11	2019-02-17	CZ	Czechia	81	43	421027	129975	673	131
w006	Week 6	2019-02-04	2019-02-10	CZ	Czechia	70	34	296828	87121	870	170
w005	Week 5	2019-01-28	2019-02-03	CZ	Czechia	70	28	148322	40206	271	62
w004	Week 4	2019-01-21	2019-01-27	CZ	Czechia	56	26	97018	32291	297	79
w003	Week 3	2019-01-14	2019-01-20	CZ	Czechia	60	25	269044	86521	799	178
w002	Week 2	2019-01-07	2019-01-13	CZ	Czechia	42	24	115176	32028	184	52
w001	Week 1	2019-01-01	2019-01-06	CZ	Czechia	27	15	98252	48882	381	185
