advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w018	Week 18	CZ	Czechia	10	1	4324988	2099998	15058	7529
ČSSD	ČSSD	111041662264882	Facebook	w018	Week 18	CZ	Czechia	362	1	1500639	300000	7649	1752
TOP 09	TOP 09	90002267161	Facebook	w018	Week 18	CZ	Czechia	22	1	1062661	419045	1426	413
Evropa společně		535611970260854	Facebook	w018	Week 18	CZ	Czechia	16	1	733133	256857	1282	401
Pavel Poc	Poc Pavel	202974613060409	Facebook	w018	Week 18	CZ	Czechia	15	1	714205	277043	1445	525
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	w018	Week 18	CZ	Czechia	11	1	516989	153000	1814	439
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	w018	Week 18	CZ	Czechia	30	1	430948	158043	1061	280
Roman Kriz	Kriz Roman	382745889213194	Facebook	w018	Week 18	CZ	Czechia	91	1	400043	79462	1373	298
KDU-ČSL		251656685576	Facebook	w018	Week 18	CZ	Czechia	22	1	397667	139472	1158	231
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	w018	Week 18	CZ	Czechia	41	1	383782	84120	1033	233
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	w018	Week 18	CZ	Czechia	76	1	329360	115969	1475	39
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	w018	Week 18	CZ	Czechia	10	1	324991	71999	168	33
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	w018	Week 18	CZ	Czechia	28	1	274758	82789	755	182
Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	w018	Week 18	CZ	Czechia	35	1	260965	63000	1242	314
Tomio Okamura - SPD		179497582061065	Facebook	w018	Week 18	CZ	Czechia	2	1	199998	100000	777	388
HLAS	První prezidentská	320144481956623	Facebook	w018	Week 18	CZ	Czechia	11	1	166989	39000	302	93
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	w018	Week 18	CZ	Czechia	14	1	154945	36951	828	219
Daniel Herman		378072105614553	Facebook	w018	Week 18	CZ	Czechia	6	1	151018	61868	176	59
Marek Ženíšek	TOP 09	523450094407778	Facebook	w018	Week 18	CZ	Czechia	3	1	142498	58499	359	71
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	w018	Week 18	CZ	Czechia	5	1	120995	27000	361	72
Programy do voleb	Štěpán Ryšavý - Programy do voleb	1033702273421005	Facebook	w018	Week 18	CZ	Czechia	18	1	119711	28804	59	2
Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	w018	Week 18	CZ	Czechia	10	1	104328	21946	223	62
Minidotaznik.cz		432692927273545	Facebook	w018	Week 18	CZ	Czechia	1	1	68624	27449	122	61
Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	w018	Week 18	CZ	Czechia	5	1	62158	18364	120	56
Národní Noviny	Hrubon Rudolf	267806570729225	Facebook	w018	Week 18	CZ	Czechia	23	1	60647	10499	71	0
Tomáš Hanuš		298486534052289	Facebook	w018	Week 18	CZ	Czechia	4	1	57663	11333	64	12
Mladí lidovci Vysočina	Palan Jan	282033615295005	Facebook	w018	Week 18	CZ	Czechia	2	1	54998	11000	213	42
Info.cz		1269502056393120	Facebook	w018	Week 18	CZ	Czechia	6	1	53212	10595	208	42
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	w018	Week 18	CZ	Czechia	7	1	52306	13235	134	33
Jan Zahradil		400970967000022	Facebook	w018	Week 18	CZ	Czechia	1	1	49999	10000	194	38
Jindřich Vobořil - kandidát do europarlamentu	ODS - Občanská demokratická strana	751475201891213	Facebook	w018	Week 18	CZ	Czechia	11	1	47322	14666	160	29
Tomáš Zdechovský		275042429350706	Facebook	w018	Week 18	CZ	Czechia	4	1	44997	15000	135	27
Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	w018	Week 18	CZ	Czechia	7	1	44161	11833	168	78
Kialo		729627343834501	Facebook	w018	Week 18	CZ	Czechia	33	1	38168	10135	157	21
Česká pirátská strana		109323929038	Facebook	w018	Week 18	CZ	Czechia	3	1	37498	7499	145	29
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	w018	Week 18	CZ	Czechia	3	1	36898	9629	128	25
Peak.cz		378827025796132	Facebook	w018	Week 18	CZ	Czechia	1	1	31817	6363	24	12
Greenpeace Česká republika		55876739776	Facebook	w018	Week 18	CZ	Czechia	4	1	30331	9666	117	37
Amnesty International ČR		55408246161	Facebook	w018	Week 18	CZ	Czechia	1	1	29166	14583	283	56
Radim Sršeň		201535993705342	Facebook	w018	Week 18	CZ	Czechia	1	1	29144	5829	113	22
ODA		764700610326484	Facebook	w018	Week 18	CZ	Czechia	1	1	27272	5454	105	21
Kateřina Konečná	Konecna Katerina	119624098506	Facebook	w018	Week 18	CZ	Czechia	5	1	26662	8333	78	15
Agrární demokratická strana - ADS		2178756145719927	Facebook	w018	Week 18	CZ	Czechia	1	1	17646	3529	13	6
Soukromníci  - Strana soukromníků České republiky		106046725258	Facebook	w018	Week 18	CZ	Czechia	1	1	16666	3333	64	12
Egomotion	Sklenar Jan	342123489585393	Facebook	w018	Week 18	CZ	Czechia	1	1	15908	3181	12	6
Tomáš Prouza		1060889564019324	Facebook	w018	Week 18	CZ	Czechia	8	1	13206	2000	40	5
Daniela	Vasatkova Daniela	252673128998993	Facebook	w018	Week 18	CZ	Czechia	2	1	11995	5998	34	13
Pascal do europarlamentu	Vecer Michael Pascal	388373825336893	Facebook	w018	Week 18	CZ	Czechia	3	1	10996	1999	42	7
Míša Tejmlová	Tejmlová Michaela	170261140345723	Facebook	w018	Week 18	CZ	Czechia	2	1	10332	5000	20	3
ŠTRUNC		1456991384393381	Facebook	w018	Week 18	CZ	Czechia	1	1	9999	5000	38	19
Evropská komise v ČR		397919187215	Facebook	w018	Week 18	CZ	Czechia	1	1	9999	5000	38	19
Zdeněk Hraba - senátor	Kuba Patrik	551976351670874	Facebook	w018	Week 18	CZ	Czechia	2	1	9998	2000	38	7
Petr Hladík	KDU-ČSL	1410403182565683	Facebook	w018	Week 18	CZ	Czechia	2	1	9998	2000	38	7
Pravý břeh	Pravý břeh, z.s.	545254525495201	Facebook	w018	Week 18	CZ	Czechia	1	1	8333	1666	32	6
Matěj Trávníček		1674881296142473	Facebook	w018	Week 18	CZ	Czechia	5	1	7893	3947	30	15
Moravské zemské hnutí		223701741482175	Facebook	w018	Week 18	CZ	Czechia	1	1	7777	3888	30	15
Ing.Alexandr Gegalčij, kandidat-Europarlament, Rozumní&Národní Demokracie		386508422184056	Facebook	w018	Week 18	CZ	Czechia	7	1	7568	1100	37	6
Mgr. Lubomír Volný		193203844428379	Facebook	w018	Week 18	CZ	Czechia	1	1	7499	3749	14	2
Mansoor Maitah		1034382646741170	Facebook	w018	Week 18	CZ	Czechia	6	1	6792	1991	40	17
Stanislav Polčák		532219183564760	Facebook	w018	Week 18	CZ	Czechia	1	1	6666	1333	5	2
Vědci pro Českou republiku		366846114139594	Facebook	w018	Week 18	CZ	Czechia	1	1	6249	1249	24	4
Guardian Weekly		64525551258	Facebook	w018	Week 18	CZ	Czechia	10	1	5705	1856	12	1
Jakub Hruška	Hruška Jakub	399826497106352	Facebook	w018	Week 18	CZ	Czechia	1	1	4999	1000	3	0
TOPAZ	Dlouhá Tereza	541077242579260	Facebook	w018	Week 18	CZ	Czechia	1	1	4999	2500	19	9
Společně Brno	Zeman Ondrej	202133717052778	Facebook	w018	Week 18	CZ	Czechia	1	1	4999	2500	9	1
Česká pirátská strana - Ústecký kraj		496346277123749	Facebook	w018	Week 18	CZ	Czechia	1	1	4999	1000	19	3
Mona Nechvátalová - hnutí HLAS		2136921333063029	Facebook	w018	Week 18	CZ	Czechia	1	1	4999	1000	88	0
Svobodný Zpravodaj		1405674299708597	Facebook	w018	Week 18	CZ	Czechia	1	1	4999	1000	19	3
Pirátské listy		616512568442040	Facebook	w018	Week 18	CZ	Czechia	1	1	4999	1000	3	0
David Repecký		436000576547172	Facebook	w018	Week 18	CZ	Czechia	1	1	4999	1000	88	0
European Youth		130456876990360	Facebook	w018	Week 18	CZ	Czechia	1	1	4976	2488	12	2
TOP 09 - Liberecký kraj		316563285803	Facebook	w018	Week 18	CZ	Czechia	4	1	4783	571	18	2
I Love Crowdfunding Projects		112683756154005	Facebook	w018	Week 18	CZ	Czechia	5	1	3801	1611	21	4
Svoboda a přímá demokracie Tomio Okamura Liberecký kraj - SPD		1439143123070953	Facebook	w018	Week 18	CZ	Czechia	1	1	3703	740	14	2
Biooo - přírodní kosmetika		168384613213781	Facebook	w018	Week 18	CZ	Czechia	2	1	3514	689	1	0
Odpady-portal.sk		283025969119	Facebook	w018	Week 18	CZ	Czechia	1	1	3499	700	69	0
Arte		656089814494677	Facebook	w018	Week 18	CZ	Czechia	6	1	3403	1426	10	1
ODS Královéhradecký kraj	Kricfalusi Jiri	173387086117403	Facebook	w018	Week 18	CZ	Czechia	1	1	3333	1666	12	6
Epochaplus		877641865619216	Facebook	w018	Week 18	CZ	Czechia	1	1	3333	666	2	1
Senátor Václav Hampl	Höfer Karel	524288824339961	Facebook	w018	Week 18	CZ	Czechia	1	1	2499	500	9	1
Piráti - Mladá Boleslav		590698724378598	Facebook	w018	Week 18	CZ	Czechia	2	1	2380	476	9	1
David Bartas	Bartas David	896486153741991	Facebook	w018	Week 18	CZ	Czechia	3	1	1998	0	7	0
Foodpowerr		625107021262384	Facebook	w018	Week 18	CZ	Czechia	1	1	1916	383	17	3
Richard Vereš	Veres Richard	126192198099	Facebook	w018	Week 18	CZ	Czechia	1	1	1654	330	1	0
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	w018	Week 18	CZ	Czechia	26	1	1369	549	8	1
Bohempia		368879136622401	Facebook	w018	Week 18	CZ	Czechia	1	1	1351	675	2	0
Forexmag		188990765060204	Facebook	w018	Week 18	CZ	Czechia	1	1	1249	250	4	0
ВОЛЯ - Българските Родолюбци		317433685633688	Facebook	w018	Week 18	CZ	Czechia	1	1	1186	237	2	0
KSČM - S lidmi pro lidi na Kroměřížsku		165140686832929	Facebook	w018	Week 18	CZ	Czechia	1	1	1110	222	4	0
Eva Decroix		567229570370422	Facebook	w018	Week 18	CZ	Czechia	1	1	1052	526	4	2
Za ještě lepší Dobřany		403351256848631	Facebook	w018	Week 18	CZ	Czechia	1	1	999	0	88	0
TOP 09 Ústí nad Labem		164205386929375	Facebook	w018	Week 18	CZ	Czechia	1	1	999	0	88	0
NeuroLeadership		1421078134830253	Facebook	w018	Week 18	CZ	Czechia	1	1	999	0	3	0
České volby		125316694730707	Facebook	w018	Week 18	CZ	Czechia	1	1	998	0	3	0
120 dnů sodomy		329642711236010	Facebook	w018	Week 18	CZ	Czechia	1	1	987	197	17	0
Tomáš Jehlička		1436976123281223	Facebook	w018	Week 18	CZ	Czechia	1	1	908	0	80	0
SPD Krupka		502312390169693	Facebook	w018	Week 18	CZ	Czechia	1	1	832	0	3	0
Tuunes		992176580926495	Facebook	w018	Week 18	CZ	Czechia	6	1	761	181	1	0
US - Unie Slovanů		2030775723849918	Facebook	w018	Week 18	CZ	Czechia	1	1	713	0	13	2
ESO č.4 Jana Spekhorstová		2923620274344633	Facebook	w018	Week 18	CZ	Czechia	1	1	713	0	2	0
Balahura Milan		2307673269493501	Facebook	w018	Week 18	CZ	Czechia	2	1	666	0	2	0
DEZA NENÍ BEZVA		2180491821977302	Facebook	w018	Week 18	CZ	Czechia	1	1	666	0	2	0
IDEA při Cerge-EI		476377929220723	Facebook	w018	Week 18	CZ	Czechia	1	1	666	0	2	0
Díky, čauko plasty		338985149869725	Facebook	w018	Week 18	CZ	Czechia	1	1	605	0	60	0
Eco-Fin		467444320106677	Facebook	w018	Week 18	CZ	Czechia	1	1	599	0	2	0
SPO Zemanovci Praha		278166096338557	Facebook	w018	Week 18	CZ	Czechia	1	1	537	0	2	0
Rajské potoky - Islámské kulturní centrum pro Da'wu a výuku Islámu - Dawah		1035869669758412	Facebook	w018	Week 18	CZ	Czechia	1	1	499	0	1	0
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	w018	Week 18	CZ	Czechia	23	1	494	115	6	0
Européens Sans Frontières		668031516635463	Facebook	w018	Week 18	CZ	Czechia	7	1	455	192	0	0
Get The Trolls Out		858018134275978	Facebook	w018	Week 18	CZ	Czechia	1	1	416	208	1	0
Basmah		137973986840264	Facebook	w018	Week 18	CZ	Czechia	20	1	386	81	3	0
Best Tech Crowdfunding Videos		615071652029076	Facebook	w018	Week 18	CZ	Czechia	12	1	373	1	32	0
European Young Leaders - EYL40		227054030686626	Facebook	w018	Week 18	CZ	Czechia	1	1	361	72	0	0
Gaia		182073298490036	Facebook	w018	Week 18	CZ	Czechia	4	1	357	152	3	0
TOP 09 Dobruška		143655455670113	Facebook	w018	Week 18	CZ	Czechia	1	1	356	71	1	0
SV4IE		2246467545588430	Facebook	w018	Week 18	CZ	Czechia	1	1	326	163	0	0
Tomáš Dentico, váš hlas rešpektovaný v Europarlamente	Skalnik Petr	1172318522948253	Facebook	w018	Week 18	CZ	Czechia	5	1	243	48	0	0
Jan Olbrycht	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	153098244704447	Facebook	w018	Week 18	CZ	Czechia	8	1	237	62	0	0
Guitar Lovers		203855170399686	Facebook	w018	Week 18	CZ	Czechia	2	1	227	75	3	0
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	w018	Week 18	CZ	Czechia	26	1	209	43	2	0
Intersolar		124579277563150	Facebook	w018	Week 18	CZ	Czechia	1	1	205	102	0	0
Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	w018	Week 18	CZ	Czechia	1	1	160	32	1	0
RIS - Socially RISponsible		378452422967331	Facebook	w018	Week 18	CZ	Czechia	1	1	143	28	2	0
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	w018	Week 18	CZ	Czechia	9	1	120	57	1	0
AfD Oberfranken	Bezirksverband AfD Oberfranken 	1535351666717897	Facebook	w018	Week 18	CZ	Czechia	3	1	118	23	1	0
Exponea		437489159794764	Facebook	w018	Week 18	CZ	Czechia	15	1	94	8	6	0
Human Rights Tattoo		245416135560300	Facebook	w018	Week 18	CZ	Czechia	1	1	89	17	1	0
Jaroslav Paška	Pašková Juliana	480862355305905	Facebook	w018	Week 18	CZ	Czechia	5	1	52	11	0	0
Gharawi		1935718623136693	Facebook	w018	Week 18	CZ	Czechia	3	1	43	5	0	0
Social Media Ads	Alexander Dietrich	561953460655717	Facebook	w018	Week 18	CZ	Czechia	1	1	39	19	0	0
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	w018	Week 18	CZ	Czechia	6	1	36	13	0	0
Sustainability Times		214303005827359	Facebook	w018	Week 18	CZ	Czechia	1	1	34	17	0	0
Master Chef Universal		279581679340572	Facebook	w018	Week 18	CZ	Czechia	6	1	30	1	2	0
THTC - The Hemp Trading Company		30239959348	Facebook	w018	Week 18	CZ	Czechia	4	1	29	10	0	0
SPÖ	SPÖ	77393060080	Facebook	w018	Week 18	CZ	Czechia	2	1	27	13	0	0
Voices for Refugees - أصوات لأجل اللاجئين		1601274913421469	Facebook	w018	Week 18	CZ	Czechia	14	1	24	6	0	0
Stanford Graduate School of Business		208357009185713	Facebook	w018	Week 18	CZ	Czechia	3	1	24	4	0	0
Európsky parlament – Kancelária na Slovensku		232491033085	Facebook	w018	Week 18	CZ	Czechia	3	1	23	11	0	0
S&P Global		112495188784373	Facebook	w018	Week 18	CZ	Czechia	6	1	19	4	0	0
Eldritch Foundry		333726374024339	Facebook	w018	Week 18	CZ	Czechia	1	1	16	3	0	0
Veterinárna nemocnica Anima - Žilina		205244036326304	Facebook	w018	Week 18	CZ	Czechia	1	1	14	7	0	0
YOGA BURN		146316959083110	Facebook	w018	Week 18	CZ	Czechia	3	1	13	2	0	0
Deutschland.de		31292782350	Facebook	w018	Week 18	CZ	Czechia	5	1	12	2	0	0
Europe Direct Informationszentrum Dresden		929947773753154	Facebook	w018	Week 18	CZ	Czechia	1	1	10	2	0	0
Farmers Corner		562317204157362	Facebook	w018	Week 18	CZ	Czechia	1	1	8	0	0	0
Austrian World Summit	R2o Austria & EU	1852365868311086	Facebook	w018	Week 18	CZ	Czechia	3	1	8	2	0	0
Ivan Štefunko • Progresívne Slovensko		1664533523674012	Facebook	w018	Week 18	CZ	Czechia	1	1	8	0	0	0
pro aurum Kilchberg ZH		258246284700914	Facebook	w018	Week 18	CZ	Czechia	3	1	8	1	0	0
CreativeLive		114420101917147	Facebook	w018	Week 18	CZ	Czechia	1	1	8	1	0	0
مفوضية اللاجئين		188842724507690	Facebook	w018	Week 18	CZ	Czechia	8	1	7	3	0	0
Alpine Garden Society		239451772739772	Facebook	w018	Week 18	CZ	Czechia	1	1	6	3	0	0
Construction Climate Challenge		1421675261420283	Facebook	w018	Week 18	CZ	Czechia	1	1	6	1	0	0
EURACTIV		15299247059	Facebook	w018	Week 18	CZ	Czechia	1	1	6	1	0	0
RSM MBA		110428762358678	Facebook	w018	Week 18	CZ	Czechia	1	1	6	2	0	0
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	w018	Week 18	CZ	Czechia	1	1	5	1	0	0
Soviet Visuals		1160495674016675	Facebook	w018	Week 18	CZ	Czechia	2	1	5	0	0	0
Open Society Foundations		18983389920	Facebook	w018	Week 18	CZ	Czechia	3	1	4	0	0	0
Alena Longauerová - eurokandidátka pre ľudí	Longauerova Alena	2304669143086323	Facebook	w018	Week 18	CZ	Czechia	2	1	4	0	0	0
GRÜNE Landtagsfraktion Sachsen - saxgruen	GRÜNE-Landtagsfraktion	155171461584819	Facebook	w018	Week 18	CZ	Czechia	1	1	2	1	0	0
Małgorzata Sekuła-Szmajdzińska - kandydatka do Parlamentu Europejskiego	Katarzyna Kijakowska	420227048536701	Facebook	w018	Week 18	CZ	Czechia	1	1	2	1	0	0
Zakład Robót Geologiczno-Wiertniczych		1427434754182543	Facebook	w018	Week 18	CZ	Czechia	1	1	2	0	0	0
Banque mondiale		155174084508744	Facebook	w018	Week 18	CZ	Czechia	3	1	2	1	0	0
Intimina		127412964006704	Facebook	w018	Week 18	CZ	Czechia	2	1	2	0	0	0
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	w018	Week 18	CZ	Czechia	2	1	1	0	0	0
Bolesław Piecha - poseł do Parlamentu Europejskiego		704363502985858	Facebook	w018	Week 18	CZ	Czechia	2	1	1	0	0	0
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	w018	Week 18	CZ	Czechia	3	1	1	0	0	0
Krzysztof Sitarski Poseł na Sejm RP		897838423640166	Facebook	w018	Week 18	CZ	Czechia	1	1	1	0	0	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w018	Week 18	CZ	Czechia	3	1	1	0	0	0
Matthias Ecke		751533138525902	Facebook	w018	Week 18	CZ	Czechia	1	1	1	0	0	0
Anna Wiśniewska	Ania Elżbieta Wiśniewska	1513966862036540	Facebook	w018	Week 18	CZ	Czechia	1	1	1	0	0	0
Raimond Kaljulaid		1084372461606422	Facebook	w018	Week 18	CZ	Czechia	1	1	1	0	0	0
Shurat HaDin - Israel Law Center		709491732434343	Facebook	w018	Week 18	CZ	Czechia	1	1	1	0	0	0
Comité international de la Croix-Rouge		540364216018969	Facebook	w018	Week 18	CZ	Czechia	1	1	1	0	0	0
Nomada Stowarzyszenie		114318528622863	Facebook	w018	Week 18	CZ	Czechia	2	1	0	0	0	0
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Campact e.V.		82734241364	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Stephen Webster		237837336581	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Europäisches Parlament Österreich		124468054313069	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
EKO-UNIA		140708165940689	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Vöslauer		406428446446242	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Impact Hub Amsterdam		138540482884259	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Seven Clean Seas		425855964577344	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
New Church Of Christ		2092774617605722	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
TaxEduportal		828411763950694	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Pan mi kupi		1463497483715302	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Frosch		223829854355699	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
APMS Engineering		268331613219255	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Barbara Jascht		414527438609874	Facebook	w018	Week 18	CZ	Czechia	1	1	0	0	0	0
Plamienok n.o.		174988447418	Facebook	w018	Week 18	CZ	Czechia	2	1	0	0	0	0
