advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	Facebook	LT	Lithuania	42	1	8245250	3550357	36793	8918
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	f	Facebook	LT	Lithuania	50	1	7171943	3194997	11149	2099
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	f	Facebook	LT	Lithuania	44	1	4813954	2019999	8455	1299
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	f	Facebook	LT	Lithuania	70	1	3100908	995995	9329	600
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	f	Facebook	LT	Lithuania	99	1	2536897	619998	10600	200
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	f	Facebook	LT	Lithuania	60	1	1537932	338998	7139	300
Kialo		729627343834501	Facebook	f	Facebook	LT	Lithuania	364	1	1405829	560804	8820	2074
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	f	Facebook	LT	Lithuania	29	1	1297970	387999	3670	199
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	f	Facebook	LT	Lithuania	21	1	1124943	439992	4478	599
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	f	Facebook	LT	Lithuania	26	1	1006964	404997	4173	400
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	f	Facebook	LT	Lithuania	5	1	700994	269999	1597	534
Liberalai	Liberalai	81004804444	Facebook	f	Facebook	LT	Lithuania	82	1	626912	157998	8096	0
European Commission		107898832590939	Facebook	f	Facebook	LT	Lithuania	13	1	588900	261955	1760	246
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	f	Facebook	LT	Lithuania	12	1	551988	140000	2388	300
Darbo partija	Darbo partija	264116120225	Facebook	f	Facebook	LT	Lithuania	19	1	521977	149000	1880	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	f	Facebook	LT	Lithuania	11	1	485989	193000	1889	200
Tomas Tomilinas - naujienos		530620843630609	Facebook	f	Facebook	LT	Lithuania	18	1	451942	176980	2181	99
Bronis Ropė		216419471860983	Facebook	f	Facebook	LT	Lithuania	10	1	356989	70999	990	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	Facebook	LT	Lithuania	26	1	333123	99161	1070	38
Petras Auštrevičius		1482024028702535	Facebook	f	Facebook	LT	Lithuania	11	1	332968	155989	1888	199
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	f	Facebook	LT	Lithuania	16	1	324983	76999	1583	0
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	f	Facebook	LT	Lithuania	41	1	322499	82854	4042	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f	Facebook	LT	Lithuania	52	1	304960	142570	670	192
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	f	Facebook	LT	Lithuania	59	1	220079	95120	839	179
Saulius Skvernelis	Saulius Skvernelis	814777171988967	Facebook	f	Facebook	LT	Lithuania	4	1	209996	75000	796	100
