advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	m45_54	male (45-54)	SE	Sweden	36	1	548818	233604	5891	1628
Vattenfall Sverige		608975645850217	Facebook	m45_54	male (45-54)	SE	Sweden	28	1	525416	244705	6469	1980
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	m45_54	male (45-54)	SE	Sweden	43	1	506911	162828	7347	1848
Centerpartiet	Centerpartiet	12690894340	Facebook	m45_54	male (45-54)	SE	Sweden	127	1	502935	182204	6275	1516
Rädda Barnen		72659261793	Facebook	m45_54	male (45-54)	SE	Sweden	190	1	458833	118074	3347	900
European Commission		107898832590939	Facebook	m45_54	male (45-54)	SE	Sweden	4	1	406745	194960	2075	505
Moderaterna	Moderaterna	7719591155	Facebook	m45_54	male (45-54)	SE	Sweden	133	1	404479	94002	4025	973
Plan International Sverige		382243262003	Facebook	m45_54	male (45-54)	SE	Sweden	311	1	369205	129061	3054	732
EU-kommissionen i Sverige		155824787799	Facebook	m45_54	male (45-54)	SE	Sweden	18	1	311984	148650	1389	342
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	m45_54	male (45-54)	SE	Sweden	75	1	293893	68415	2436	581
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	m45_54	male (45-54)	SE	Sweden	13	1	275670	115802	2414	514
Facebook Nordic	Facebook	334318366655425	Facebook	m45_54	male (45-54)	SE	Sweden	5	1	254097	117776	1554	312
Jörgen Warborn EU-kandidat		56002955332	Facebook	m45_54	male (45-54)	SE	Sweden	96	1	250399	64708	2694	667
LO Sverige		163820136238	Facebook	m45_54	male (45-54)	SE	Sweden	5	1	232999	95733	2331	479
Fotografiska Stockholm		142320852554	Facebook	m45_54	male (45-54)	SE	Sweden	10	1	226943	97783	163	36
Sara Skyttedal	Sara Skyttedal	249195615122371	Facebook	m45_54	male (45-54)	SE	Sweden	36	1	209375	54845	1391	441
Skandia		139767876088719	Facebook	m45_54	male (45-54)	SE	Sweden	3	1	203316	97201	817	212
Liberalerna	Liberalerna	132266740623	Facebook	m45_54	male (45-54)	SE	Sweden	90	1	191647	69194	1202	352
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	m45_54	male (45-54)	SE	Sweden	104	1	182187	50509	1568	447
SSAB AB		145401631365	Facebook	m45_54	male (45-54)	SE	Sweden	27	1	172944	49367	1153	131
Sverigedemokraterna Värmlands län		336384546384299	Facebook	m45_54	male (45-54)	SE	Sweden	41	1	168390	45315	1473	405
Ebba Busch Thor		661702230515862	Facebook	m45_54	male (45-54)	SE	Sweden	32	1	164747	36919	1306	280
Tretti		250791121791	Facebook	m45_54	male (45-54)	SE	Sweden	5	1	160127	71664	673	133
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	m45_54	male (45-54)	SE	Sweden	303	1	154313	42874	990	222
Johan Danielsson	LO Sverige	636103536446815	Facebook	m45_54	male (45-54)	SE	Sweden	9	1	149044	59749	1470	540
