advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace Luxembourg		67370457805	Facebook	d098	2019-04-08	LU	Luxembourg	3	1	59945	11989	296	0
European Parliament		178362315106	Facebook	d098	2019-04-08	LU	Luxembourg	28	1	15557	3802	143	0
Charles Goerens		441313569220539	Facebook	d098	2019-04-08	LU	Luxembourg	7	1	10741	2378	49	0
Jonk Piraten		194441573983035	Facebook	d098	2019-04-08	LU	Luxembourg	2	1	9082	1816	17	0
Piraten Lëtzebuerg		183148710560	Facebook	d098	2019-04-08	LU	Luxembourg	10	1	7998	3465	114	0
Dan Kersch		231839814316073	Facebook	d098	2019-04-08	LU	Luxembourg	3	1	7544	3772	74	0
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	6242	1248	12	0
déi Lénk	déi Lénk	120444648033670	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	4162	2081	20	4
Fondation IDEA asbl		439909732821172	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	3328	665	6	0
Burelbach Immobilien		243135569564978	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	2493	498	4	0
Giabbani  - Avocats spécialisés dans la défense des employés		818066711568610	Facebook	d098	2019-04-08	LU	Luxembourg	3	1	2283	856	42	0
FFF		410836789472903	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	2170	434	42	0
Kialo		729627343834501	Facebook	d098	2019-04-08	LU	Luxembourg	5	1	1891	838	23	6
Julia Elisabetta Pitterman		2235333396715580	Facebook	d098	2019-04-08	LU	Luxembourg	4	1	1595	307	10	0
Déi Konservativ		235829416883581	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	1514	302	15	3
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	d098	2019-04-08	LU	Luxembourg	29	1	1136	541	3	0
L'Or du Commun		212885115510806	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	1118	223	2	0
Frères des Hommes Luxembourg		117976314897543	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	907	453	8	0
Assistance au Financement Humanitaire		2057244924390350	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	887	177	15	0
ULESS - Union luxembourgeoise de l'économie sociale et solidaire		266311153561137	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	832	166	16	0
forum - für Politik, Gesellschaft und Kultur		424639920972207	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	830	415	8	0
Européens Sans Frontières		668031516635463	Facebook	d098	2019-04-08	LU	Luxembourg	8	1	768	302	1	0
Klang der Solidarität		385076005313967	Facebook	d098	2019-04-08	LU	Luxembourg	13	1	629	248	1	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	506	253	1	0
Lilyblad SDG Consulting		545331425892910	Facebook	d098	2019-04-08	LU	Luxembourg	1	1	454	90	8	0
