advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	w011	Week 11	UK	United Kingdom	638	1	4568650	1547089	53392	124
Best For Britain	Best for Britain	1863944713844924	Facebook	w011	Week 11	UK	United Kingdom	70	1	3744107	1598611	32820	7056
Conservatives	The Conservative Party	8807334278	Facebook	w011	Week 11	UK	United Kingdom	368	1	2922627	840999	42158	0
People's Vote UK	People's Vote	748608695327755	Facebook	w011	Week 11	UK	United Kingdom	206	1	2483634	738955	32779	5122
Right To Vote	Right to Vote	408236463256774	Facebook	w011	Week 11	UK	United Kingdom	186	1	2232357	505494	18753	1960
Asthma UK	Asthma UK	40952091012	Facebook	w011	Week 11	UK	United Kingdom	5	1	1654995	761000	12839	2545
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	w011	Week 11	UK	United Kingdom	102	1	1444020	421596	15423	1762
38 Degrees	38 Degrees	200006375787	Facebook	w011	Week 11	UK	United Kingdom	71	1	1393680	443714	8687	895
We are the 52%	We are the 52%	466744973727718	Facebook	w011	Week 11	UK	United Kingdom	36	1	1334225	423340	5352	707
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w011	Week 11	UK	United Kingdom	166	1	1322864	484710	15845	4262
The Labour Party	The Labour Party	25749647410	Facebook	w011	Week 11	UK	United Kingdom	45	1	1248605	459325	9405	1242
Three UK		197259133622381	Facebook	w011	Week 11	UK	United Kingdom	1	1	999997	499999	5784	1157
Renew	Renew  Party	1923371311278106	Facebook	w011	Week 11	UK	United Kingdom	28	1	430623	106228	4891	628
Scottish Labour Party	Scottish Labour	310039442421596	Facebook	w011	Week 11	UK	United Kingdom	9	1	404283	154465	3229	793
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	w011	Week 11	UK	United Kingdom	5	1	399840	139969	2538	809
Fairtrade Foundation	The Fairtrade Foundation	88845925295	Facebook	w011	Week 11	UK	United Kingdom	3	1	349997	160000	2310	810
The Women's Equality Party	The Women's Equality Party	1567955710156124	Facebook	w011	Week 11	UK	United Kingdom	16	1	304450	108027	2903	326
Advertising Week Europe		957474261104635	Facebook	w011	Week 11	UK	United Kingdom	10	1	265721	109532	3166	686
Another Europe Is Possible	Another Europe is Possible	1652149835054791	Facebook	w011	Week 11	UK	United Kingdom	4	1	216663	73333	1461	270
Alex Salmond	Slainte Media	136191876445102	Facebook	w011	Week 11	UK	United Kingdom	6	1	208329	61666	551	38
International Animal Rescue	International Animal Rescue 	8539814909	Facebook	w011	Week 11	UK	United Kingdom	4	1	206174	98588	921	249
Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	w011	Week 11	UK	United Kingdom	21	1	199302	72860	1140	229
Unblock the Embankment	Unblock The Embankment	296306887805496	Facebook	w011	Week 11	UK	United Kingdom	2	1	190832	76666	2207	433
TheArticle	TheArticle	607840469632004	Facebook	w011	Week 11	UK	United Kingdom	1	1	159999	79999	4627	925
UK government	UK government	408582579294175	Facebook	w011	Week 11	UK	United Kingdom	2	1	159419	63768	2808	1140
MoneyWeek	MoneyWeek	110326662354766	Facebook	w011	Week 11	UK	United Kingdom	6	1	157993	60999	1150	115
Manchester For Europe	Manchester for Europe	1936534083277140	Facebook	w011	Week 11	UK	United Kingdom	5	1	150831	66400	935	139
Cheshire West Labour	Cheshire West Labour	321249061618806	Facebook	w011	Week 11	UK	United Kingdom	18	1	138847	45820	1527	202
London Gov	the Greater London Authority	713179875369048	Facebook	w011	Week 11	UK	United Kingdom	3	1	133903	66666	835	212
Anas Sarwar	Anas Sarwar	657070411062471	Facebook	w011	Week 11	UK	United Kingdom	7	1	133660	29333	725	0
Liam Byrne	Liam Byrne MP	147894618876725	Facebook	w011	Week 11	UK	United Kingdom	4	1	130552	26111	350	12
Greg Stanton	Manchester Withington Liberal Democrats	275496989514175	Facebook	w011	Week 11	UK	United Kingdom	9	1	127825	31166	1794	221
School Cuts	National Education Union	871798409656672	Facebook	w011	Week 11	UK	United Kingdom	4	1	119996	30000	921	115
Brexit Cereals		364572020784900	Facebook	w011	Week 11	UK	United Kingdom	21	1	118979	25000	2405	0
paysafecard		146657005378119	Facebook	w011	Week 11	UK	United Kingdom	8	1	116260	42933	580	0
Labour Future	Labour Future	112846662487263	Facebook	w011	Week 11	UK	United Kingdom	1	1	111110	44444	1285	257
Scientists for EU	Scientists for EU	642444842524195	Facebook	w011	Week 11	UK	United Kingdom	1	1	99999	50000	577	115
My Pension Expert		182455928490394	Facebook	w011	Week 11	UK	United Kingdom	1	1	99999	50000	1156	578
JW3	JW3	6587671199	Facebook	w011	Week 11	UK	United Kingdom	1	1	99998	50000	1156	578
Accenture		23802140373	Facebook	w011	Week 11	UK	United Kingdom	2	1	99998	20000	691	115
Tony Blair Institute for Global Change	Tony Blair Institute for Global Change	131712588824	Facebook	w011	Week 11	UK	United Kingdom	3	1	87498	17500	547	86
Trade Deal Watch	Trade Deal Watch	1319435198084792	Facebook	w011	Week 11	UK	United Kingdom	2	1	87498	17500	1010	202
Erickson Construction Co., Inc.		124410044236290	Facebook	w011	Week 11	UK	United Kingdom	1	1	87412	43706	388	194
Loving Europe 2	Terence Brotheridge	999682533550783	Facebook	w011	Week 11	UK	United Kingdom	48	1	79858	16405	2521	0
The Palestine Institute for Public Diplomacy		158233651450504	Facebook	w011	Week 11	UK	United Kingdom	1	1	76825	38413	341	68
Simon Clarke MP	Simon Clarke	228249960960213	Facebook	w011	Week 11	UK	United Kingdom	8	1	76509	17103	988	77
Ruth Jones for Newport West	Welsh Labour, promoted by Rhiannon Evans on behalf of Ruth Jones, both at 21 Mill Street, Newport. NP20 5HA. 	974453309610373	Facebook	w011	Week 11	UK	United Kingdom	12	1	76157	14999	1425	86
Bournemouth Green Party	South East Dorset Green Party	140064492697345	Facebook	w011	Week 11	UK	United Kingdom	7	1	75993	21000	779	0
Walsall Labour	The Labour Party	1933361683443372	Facebook	w011	Week 11	UK	United Kingdom	5	1	75760	15113	894	174
Detention Action	Detention Action	271790429521112	Facebook	w011	Week 11	UK	United Kingdom	3	1	74998	22500	721	144
Manchester City Council	Manchester City Council	71409503111	Facebook	w011	Week 11	UK	United Kingdom	2	1	72413	31034	718	179
London Labour Party	The London Labour Party 	474613052643462	Facebook	w011	Week 11	UK	United Kingdom	13	1	72269	16141	699	115
National Education Union	National Education Union	241312696375349	Facebook	w011	Week 11	UK	United Kingdom	2	1	68748	13750	1083	390
Derbyshire Police and Crime Commissioner	Office of the Police and Crime Commissioner for Derbyshire	119937274824522	Facebook	w011	Week 11	UK	United Kingdom	13	1	67988	12625	1649	72
Coolmic		2080256475322790	Facebook	w011	Week 11	UK	United Kingdom	2	1	66946	26507	1105	552
Johnny For Plymouth	Johnny Mercer 	938126169534790	Facebook	w011	Week 11	UK	United Kingdom	3	1	64996	15999	806	115
European Movement UK	European Movement UK	290498754454402	Facebook	w011	Week 11	UK	United Kingdom	15	1	63985	15000	1718	0
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	w011	Week 11	UK	United Kingdom	6	1	62849	26662	1262	299
Health Poverty Action	Health Poverty Action	208194134833	Facebook	w011	Week 11	UK	United Kingdom	13	1	60987	23000	2877	347
Liverpool for Europe - Public page	#ProjectHope	521150731417045	Facebook	w011	Week 11	UK	United Kingdom	3	1	60768	21384	400	127
James Palmer	James Palmer	1130573317069850	Facebook	w011	Week 11	UK	United Kingdom	2	1	59998	14999	691	115
Paul Anthony Golding	Paul Golding	415519355871633	Facebook	w011	Week 11	UK	United Kingdom	2	1	59998	15000	229	0
West Lothian Courier Partners	Gordon Lindhurst MP	1176297045744954	Facebook	w011	Week 11	UK	United Kingdom	3	1	59976	14992	228	0
Ipswich Labour	The Labour Party. Promoted by John Cook on behalf of Ipswich Labour Party	342002108699	Facebook	w011	Week 11	UK	United Kingdom	8	1	59461	27017	440	57
Ely for Europe	Virginie Ganivet on behalf of Ely for Europe	314363968926844	Facebook	w011	Week 11	UK	United Kingdom	3	1	57497	11500	286	0
InFacts	InFacts	678120165658753	Facebook	w011	Week 11	UK	United Kingdom	2	1	54998	11000	229	0
The News Dump	The News Dump	210909392847421	Facebook	w011	Week 11	UK	United Kingdom	2	1	54998	11000	691	115
Labour for a People's Vote	Labour for a People's Vote	524153294647517	Facebook	w011	Week 11	UK	United Kingdom	4	1	53848	23186	415	70
Peter Chapman MSP	Scottish Parliament 	1063888886965134	Facebook	w011	Week 11	UK	United Kingdom	2	1	52705	10541	120	0
Scottish Family Party	Scottish Family Party	1313354295370593	Facebook	w011	Week 11	UK	United Kingdom	3	1	51622	10000	763	115
EU Watch	EU Watch	136146920436020	Facebook	w011	Week 11	UK	United Kingdom	4	1	50753	17392	88	0
Mayor Dave Hodgson	Bedford Liberal Democrats	131742133535191	Facebook	w011	Week 11	UK	United Kingdom	1	1	49999	10000	114	0
The Week UK	The Week	177855115588808	Facebook	w011	Week 11	UK	United Kingdom	1	1	49999	10000	114	0
Matthew Evans PPC	Newport West Conservatives	1674322489513213	Facebook	w011	Week 11	UK	United Kingdom	1	1	49999	10000	577	115
The National Assembly for Wales	Cynulliad Cenedlaethol Cymru | National Assembly for Wales	88236679583	Facebook	w011	Week 11	UK	United Kingdom	1	1	49999	10000	114	0
Dale Vince	Ecotricity	222595381410455	Facebook	w011	Week 11	UK	United Kingdom	1	1	49999	9999	577	115
Tom Copley	Tom Copley	163829000415755	Facebook	w011	Week 11	UK	United Kingdom	1	1	49999	10000	114	0
I Love EU	Terence Brotheridge	396013737832767	Facebook	w011	Week 11	UK	United Kingdom	25	1	47489	9947	1219	0
Women’s Equality Party- Otley and District Branch	Sarah Somerscales	345154766058085	Facebook	w011	Week 11	UK	United Kingdom	8	1	46792	10309	623	0
UNICEF UK		7715002593	Facebook	w011	Week 11	UK	United Kingdom	26	1	46713	8528	822	27
Bristol for Europe	#ProjectHope	1564824773823879	Facebook	w011	Week 11	UK	United Kingdom	2	1	46677	18566	361	125
Bath and North East Somerset Liberal Democrats	B&NES Liberal Democrats	200787523762475	Facebook	w011	Week 11	UK	United Kingdom	3	1	44999	9000	288	46
York Labour	York Labour Party	143998618983723	Facebook	w011	Week 11	UK	United Kingdom	2	1	44998	11250	171	0
Pledge for the Future	Pledge for the Future	266157764008126	Facebook	w011	Week 11	UK	United Kingdom	29	1	44681	8638	1161	0
Dorset for Europe	Dorset For Europe	205664403208769	Facebook	w011	Week 11	UK	United Kingdom	1	1	43749	8750	505	101
Mayor of Bridgwater - Cllr Diogo Rodrigues	Diogo Rodrigues	1847912222147101	Facebook	w011	Week 11	UK	United Kingdom	7	1	42610	13754	448	0
Plaid Newport	Plaid Cymru	309060597200	Facebook	w011	Week 11	UK	United Kingdom	6	1	42225	13846	616	0
Avaaz	Avaaz	8340223883	Facebook	w011	Week 11	UK	United Kingdom	3	1	41998	8333	519	96
Taunton Deane Liberal Democrats	Taunton Deane Liberal Democrats	868639796596609	Facebook	w011	Week 11	UK	United Kingdom	6	1	40739	11205	245	0
Humble Household		1746853745395190	Facebook	w011	Week 11	UK	United Kingdom	8	1	40518	15833	274	74
Slough Votes	Slough Borough Council	2143826825927781	Facebook	w011	Week 11	UK	United Kingdom	1	1	39999	8000	461	92
crudelydrawn	crudelydrawn	222620808398959	Facebook	w011	Week 11	UK	United Kingdom	4	1	39496	9375	372	0
Leeds for Europe	#ProjectHope	917165865086037	Facebook	w011	Week 11	UK	United Kingdom	3	1	39346	9778	467	73
Kialo		729627343834501	Facebook	w011	Week 11	UK	United Kingdom	4	1	39345	17988	196	39
Rishi Sunak	Rishi Sunak MP	1540198936249794	Facebook	w011	Week 11	UK	United Kingdom	1	1	37499	7500	433	86
Compassion in World Farming	 Compassion in World Farming	10499876484	Facebook	w011	Week 11	UK	United Kingdom	1	1	37499	7500	85	0
Dear Leavers		218188929121070	Facebook	w011	Week 11	UK	United Kingdom	2	1	37499	7499	433	86
Cllr Phil North	Cllr Phil North	354631794641366	Facebook	w011	Week 11	UK	United Kingdom	5	1	36360	10477	349	0
Eco Straw	Miles Splevings	1849663395137606	Facebook	w011	Week 11	UK	United Kingdom	2	1	35761	15616	49	0
Stoke-on-Trent Labour	The Labour Party	2279966602282911	Facebook	w011	Week 11	UK	United Kingdom	1	1	34999	7000	404	81
Chris Webb	Chris Webb for Blackpool North & Cleveleys Campaign	367006363463686	Facebook	w011	Week 11	UK	United Kingdom	2	1	34485	10581	121	14
Yeovil Conservatives	The Yeovil Constituency Conservative Association of 17 The Park, Yeovil, Somerset, BA20 1DN.	1597713690525854	Facebook	w011	Week 11	UK	United Kingdom	1	1	33332	6666	384	77
York Conservatives	York Conservatives	133127436740345	Facebook	w011	Week 11	UK	United Kingdom	2	1	33067	7159	381	72
Cumbria First	PuttingCumbriaFirst	1433463220273214	Facebook	w011	Week 11	UK	United Kingdom	4	1	32472	6441	179	0
