country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HU	Hungary	f	female	5370	1541	80945185	32994416	188136	63525
HU	Hungary	m	male	5200	1522	93080354	38404652	226691	74434
HU	Hungary	u	unknown	4423	1153	297429	118655	956	256
