week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w006	Week 6	BG	Bulgaria	European Youth Event		919232861444360	Facebook	1	1	34726	17363	173	34
w006	Week 6	BG	Bulgaria	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	2	1	7439	1488	14	0
w006	Week 6	BG	Bulgaria	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	1	1	5329	2664	26	13
w006	Week 6	BG	Bulgaria	Иво Пазарджиев		128221490865195	Facebook	1	1	3926	785	69	0
w006	Week 6	BG	Bulgaria	eToro		193863317737	Facebook	4	1	2981	1399	7	1
w006	Week 6	BG	Bulgaria	Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	1	1	1234	246	2	0
w006	Week 6	BG	Bulgaria	FT Content Solutions		1220981994590364	Facebook	2	1	384	76	0	0
w006	Week 6	BG	Bulgaria	Kaar Kaas Sonn		215255338679306	Facebook	2	1	294	65	0	0
w006	Week 6	BG	Bulgaria	RSM MBA		110428762358678	Facebook	2	1	191	78	0	0
w006	Week 6	BG	Bulgaria	Columbia University in the City of New York		102471088936	Facebook	3	1	99	39	0	0
w006	Week 6	BG	Bulgaria	Le Monde		14892757589	Facebook	6	1	73	29	0	0
w006	Week 6	BG	Bulgaria	ADAR		175390195814995	Facebook	1	1	68	34	0	0
w006	Week 6	BG	Bulgaria	Open Society Foundations		18983389920	Facebook	2	1	45	9	0	0
w006	Week 6	BG	Bulgaria	Erntekunststoffe Recycling Deutschland ERDE		769565186388057	Facebook	1	1	43	8	0	0
w006	Week 6	BG	Bulgaria	Maroš Šefčovič		245361515516655	Facebook	2	1	36	7	0	0
w006	Week 6	BG	Bulgaria	Soviet Visuals		1160495674016675	Facebook	4	1	22	4	0	0
w006	Week 6	BG	Bulgaria	Gherson		422351344832507	Facebook	1	1	19	9	0	0
w006	Week 6	BG	Bulgaria	ALDE Giurgiu		463507610853279	Facebook	1	1	8	1	0	0
w006	Week 6	BG	Bulgaria	Andreas Schieder	SPÖ	290881691011354	Facebook	2	1	7	1	0	0
w006	Week 6	BG	Bulgaria	Shitcoinlovers.shop		243275546399349	Facebook	1	1	6	0	0	0
w006	Week 6	BG	Bulgaria	Harvard Business Review		10423517786	Facebook	1	1	4	0	0	0
w006	Week 6	BG	Bulgaria	Milaap		315603771494	Facebook	1	1	1	0	0	0
w006	Week 6	BG	Bulgaria	YOGA BURN		146316959083110	Facebook	1	1	1	0	0	0
w006	Week 6	BG	Bulgaria	Columbia Alumni Association		195421575197	Facebook	1	1	1	0	0	0
