country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BG	Bulgaria	w020	Week 20	2019-05-13	2019-05-15	296	77	4290903	1374498	12558	611
BG	Bulgaria	w019	Week 19	2019-05-06	2019-05-12	433	105	6547979	2218052	20753	1215
BG	Bulgaria	w018	Week 18	2019-04-29	2019-05-05	439	125	4036050	1520003	12306	1072
BG	Bulgaria	w017	Week 17	2019-04-22	2019-04-28	377	118	2571906	1044781	7139	1644
BG	Bulgaria	w016	Week 16	2019-04-15	2019-04-21	424	148	1836021	732939	10553	1530
BG	Bulgaria	w015	Week 15	2019-04-08	2019-04-14	586	211	2724050	1098257	9376	1722
BG	Bulgaria	w014	Week 14	2019-04-01	2019-04-07	517	222	3482888	1407166	8222	1275
BG	Bulgaria	w013	Week 13	2019-03-25	2019-03-31	411	187	1818442	780435	4736	838
BG	Bulgaria	w012	Week 12	2019-03-18	2019-03-24	352	166	1200577	440128	7767	1088
BG	Bulgaria	w011	Week 11	2019-03-11	2019-03-17	206	91	687541	265701	2350	530
BG	Bulgaria	w010	Week 10	2019-03-04	2019-03-10	204	79	571086	257586	1600	230
BG	Bulgaria	w009	Week 9	2019-02-25	2019-03-03	111	53	100095	25382	682	44
BG	Bulgaria	w008	Week 8	2019-02-18	2019-02-24	88	47	190013	86808	1079	198
BG	Bulgaria	w007	Week 7	2019-02-11	2019-02-17	58	37	27419	9579	159	35
BG	Bulgaria	w006	Week 6	2019-02-04	2019-02-10	44	24	56936	24312	299	49
BG	Bulgaria	w005	Week 5	2019-01-28	2019-02-03	64	23	54920	14779	139	14
BG	Bulgaria	w004	Week 4	2019-01-21	2019-01-27	54	27	209050	98593	339	13
BG	Bulgaria	w003	Week 3	2019-01-14	2019-01-20	52	21	65177	14988	262	1
BG	Bulgaria	w002	Week 2	2019-01-07	2019-01-13	35	17	16015	6728	63	2
BG	Bulgaria	w001	Week 1	2019-01-01	2019-01-06	32	14	38145	15226	298	25
