country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FI	Finland	d132	2019-05-12	799	122	1239986	291975	26642	1072
FI	Finland	d131	2019-05-11	868	126	1295513	306197	27079	1138
FI	Finland	d130	2019-05-10	638	128	1206625	312281	13637	1205
FI	Finland	d129	2019-05-09	618	126	1329155	342787	13963	1425
FI	Finland	d128	2019-05-08	606	120	999657	246542	11917	1141
FI	Finland	d127	2019-05-07	609	118	1634099	601858	15063	1795
FI	Finland	d126	2019-05-06	563	115	1611895	615597	14788	1774
FI	Finland	d125	2019-05-05	515	118	1303527	529708	11278	1341
FI	Finland	d124	2019-05-04	481	117	1979783	862397	16053	4035
FI	Finland	d123	2019-05-03	478	116	1217190	483330	12176	3264
FI	Finland	d122	2019-05-02	412	105	1254856	490389	11459	3362
FI	Finland	d121	2019-05-01	348	102	1023038	435709	9738	3122
FI	Finland	d120	2019-04-30	358	107	1068664	455010	9645	3204
FI	Finland	d119	2019-04-29	365	104	1344191	580676	12331	4548
FI	Finland	d118	2019-04-28	321	99	612537	240437	6265	1717
FI	Finland	d117	2019-04-27	319	99	585007	235935	5861	1686
FI	Finland	d116	2019-04-26	351	102	576017	239074	5745	1678
FI	Finland	d115	2019-04-25	312	102	207976	66772	2201	268
FI	Finland	d114	2019-04-24	312	105	238073	82384	2462	294
FI	Finland	d113	2019-04-23	318	104	178101	54535	1869	257
FI	Finland	d112	2019-04-22	291	105	221855	82344	3395	553
FI	Finland	d111	2019-04-21	286	105	212630	81777	3249	589
FI	Finland	d110	2019-04-20	289	112	239190	90952	3632	683
FI	Finland	d109	2019-04-19	316	121	153916	50713	1741	247
FI	Finland	d108	2019-04-18	315	123	321941	84371	2872	428
FI	Finland	d107	2019-04-17	295	123	145014	43940	1387	168
FI	Finland	d106	2019-04-16	325	129	205128	53810	2324	354
FI	Finland	d105	2019-04-15	430	154	238272	68580	3694	476
FI	Finland	d104	2019-04-14	889	298	2742191	996953	26619	5474
FI	Finland	d103	2019-04-13	975	332	2364196	762825	24565	3718
FI	Finland	d102	2019-04-12	1032	337	2437067	787613	22126	3595
FI	Finland	d101	2019-04-11	955	332	2129982	701024	18496	2995
FI	Finland	d100	2019-04-10	876	338	1997041	665719	16278	2800
FI	Finland	d099	2019-04-09	1087	356	2420883	766436	26250	3296
FI	Finland	d098	2019-04-08	1022	361	2224633	714525	20356	2868
FI	Finland	d097	2019-04-07	895	337	1762983	598493	14532	2485
FI	Finland	d096	2019-04-06	884	333	1664087	572165	14344	2308
FI	Finland	d095	2019-04-05	905	339	1798807	618659	16199	2756
FI	Finland	d094	2019-04-04	857	326	1547064	527788	14640	2338
FI	Finland	d093	2019-04-03	805	308	1427999	498370	13449	2043
FI	Finland	d092	2019-04-02	662	264	1015118	368182	10661	1616
FI	Finland	d091	2019-04-01	576	234	986036	352911	9021	1580
FI	Finland	d090	2019-03-31	567	230	824258	302404	7913	1322
FI	Finland	d089	2019-03-30	562	229	885273	330819	8215	1400
FI	Finland	d088	2019-03-29	581	244	1298546	503312	15741	2822
FI	Finland	d087	2019-03-28	562	222	961358	354898	9788	1579
FI	Finland	d086	2019-03-27	550	208	1082714	407258	10992	1992
FI	Finland	d085	2019-03-26	519	194	972267	373096	9240	1697
FI	Finland	d084	2019-03-25	483	191	763599	299805	7830	1402
FI	Finland	d083	2019-03-24	465	188	764848	292757	7690	1357
FI	Finland	d082	2019-03-23	482	197	776466	293755	8266	1351
FI	Finland	d081	2019-03-22	515	212	850441	308829	9405	1438
FI	Finland	d080	2019-03-21	476	203	713013	268378	7627	1022
FI	Finland	d079	2019-03-20	431	178	744360	273114	7092	1047
FI	Finland	d078	2019-03-19	361	162	497934	196142	4579	541
FI	Finland	d077	2019-03-18	342	148	298895	107680	3836	376
FI	Finland	d076	2019-03-17	275	131	270650	97664	3067	381
FI	Finland	d075	2019-03-16	270	129	306294	108720	3163	403
FI	Finland	d074	2019-03-15	291	141	342442	117771	3574	380
FI	Finland	d073	2019-03-14	242	126	210964	67299	2292	239
FI	Finland	d072	2019-03-13	236	121	200489	56653	2085	142
FI	Finland	d071	2019-03-12	236	125	153477	47716	2009	156
FI	Finland	d070	2019-03-11	234	125	190539	65145	2071	170
FI	Finland	d069	2019-03-10	221	120	210313	64345	2400	151
FI	Finland	d068	2019-03-09	246	133	242683	70903	3428	157
FI	Finland	d067	2019-03-08	236	129	303657	81637	3544	223
FI	Finland	d066	2019-03-07	178	89	114528	36001	1454	74
FI	Finland	d065	2019-03-06	172	71	101689	31189	1383	39
FI	Finland	d064	2019-03-05	184	65	81258	20907	992	35
FI	Finland	d063	2019-03-04	128	62	64953	16870	875	35
FI	Finland	d062	2019-03-03	103	57	44305	10581	663	32
FI	Finland	d061	2019-03-02	96	55	88812	34583	633	57
FI	Finland	d060	2019-03-01	97	57	84029	33627	597	49
FI	Finland	d059	2019-02-28	99	53	117652	42194	709	75
FI	Finland	d058	2019-02-27	95	45	313993	141277	1696	575
FI	Finland	d057	2019-02-26	83	42	62902	16893	448	50
FI	Finland	d056	2019-02-25	83	44	47463	13765	523	50
FI	Finland	d055	2019-02-24	82	42	54058	14958	679	55
FI	Finland	d054	2019-02-23	84	44	56581	16210	805	80
FI	Finland	d053	2019-02-22	80	42	65530	21441	795	86
FI	Finland	d052	2019-02-21	99	41	57956	17821	741	83
FI	Finland	d051	2019-02-20	77	42	101103	24276	1177	167
FI	Finland	d050	2019-02-19	73	43	42569	11668	578	18
FI	Finland	d049	2019-02-18	71	39	44696	13393	488	25
FI	Finland	d048	2019-02-17	68	35	37859	10439	515	21
FI	Finland	d047	2019-02-16	71	37	37581	10583	430	21
FI	Finland	d046	2019-02-15	66	34	39096	10823	484	21
FI	Finland	d045	2019-02-14	67	35	40840	11537	513	24
FI	Finland	d044	2019-02-13	62	30	38752	10782	468	21
FI	Finland	d043	2019-02-12	66	33	31969	9138	537	22
FI	Finland	d042	2019-02-11	61	30	20382	5329	310	15
FI	Finland	d041	2019-02-10	58	31	19959	5144	341	15
FI	Finland	d040	2019-02-09	61	32	25118	7757	319	20
FI	Finland	d039	2019-02-08	60	30	51571	19959	442	43
FI	Finland	d038	2019-02-07	71	35	58295	21906	735	50
FI	Finland	d037	2019-02-06	76	36	266032	124729	1271	143
FI	Finland	d036	2019-02-05	71	30	59391	22956	753	43
FI	Finland	d035	2019-02-04	64	31	26738	7115	434	13
FI	Finland	d034	2019-02-03	74	30	31093	9365	519	13
FI	Finland	d033	2019-02-02	69	31	30322	9241	495	16
FI	Finland	d032	2019-02-01	76	32	22391	5840	347	17
FI	Finland	d031	2019-01-31	68	26	15175	4519	221	16
FI	Finland	d030	2019-01-30	69	29	219222	105602	754	124
FI	Finland	d029	2019-01-29	70	28	122061	54968	834	130
FI	Finland	d028	2019-01-28	75	28	21585	4493	380	29
FI	Finland	d027	2019-01-27	56	23	17953	3704	318	28
FI	Finland	d026	2019-01-26	57	24	22026	4619	360	28
FI	Finland	d025	2019-01-25	58	24	25497	5314	429	28
FI	Finland	d024	2019-01-24	57	23	22978	4803	379	28
FI	Finland	d023	2019-01-23	58	25	25524	5323	418	28
FI	Finland	d022	2019-01-22	64	23	16327	3836	331	16
FI	Finland	d021	2019-01-21	61	23	16330	3847	330	16
FI	Finland	d020	2019-01-20	47	23	12153	2987	224	16
FI	Finland	d019	2019-01-19	52	26	15627	3614	310	16
FI	Finland	d018	2019-01-18	55	29	30095	12288	353	25
FI	Finland	d017	2019-01-17	63	32	27725	9330	402	32
FI	Finland	d016	2019-01-16	53	27	37728	11962	388	47
FI	Finland	d015	2019-01-15	51	26	39968	13228	374	57
FI	Finland	d014	2019-01-14	48	23	35853	11112	407	47
FI	Finland	d013	2019-01-13	44	22	35540	11110	388	47
FI	Finland	d012	2019-01-12	46	23	34321	10861	366	47
FI	Finland	d011	2019-01-11	48	25	40868	12270	375	47
FI	Finland	d010	2019-01-10	53	29	36903	11079	638	45
FI	Finland	d009	2019-01-09	47	27	24594	5150	306	30
FI	Finland	d008	2019-01-08	41	23	19782	4134	218	27
FI	Finland	d007	2019-01-07	37	20	20252	4272	210	27
FI	Finland	d006	2019-01-06	36	17	29679	6631	309	44
FI	Finland	d005	2019-01-05	34	17	30107	6836	269	44
FI	Finland	d004	2019-01-04	39	20	32746	7339	331	44
FI	Finland	d003	2019-01-03	39	20	34613	7672	385	44
FI	Finland	d002	2019-01-02	45	21	29289	7003	365	30
FI	Finland	d001	2019-01-01	43	23	48008	10490	743	29
