gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	FR	France	10538	2771	107582733	41240782	878521	144073
m	male	FR	France	9995	2643	92473003	35828677	758591	131623
u	unknown	FR	France	8857	2500	1965587	721629	17229	2579
