audience_code_filter	audience_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f65_	female (65+)	Britain's Future	Britain's Future	1625300137516491	Facebook	3885	1	11157216	3283503	132873	18752
f65_	female (65+)	Ciudadanos	Ciudadanos	74078667754	Facebook	4196	1	4653044	1437940	46053	3631
f65_	female (65+)	Partido Popular	Partido Popular	72249031214	Facebook	1362	1	4187923	1222137	54712	2051
f65_	female (65+)	People's Vote UK	People's Vote	748608695327755	Facebook	3156	1	4045097	1284260	65607	10810
f65_	female (65+)	38 Degrees	38 Degrees	200006375787	Facebook	641	1	3498478	1269129	24418	3331
f65_	female (65+)	Podemos	Unidas Podemos	269212336568846	Facebook	186	1	3256610	1471756	21903	5729
f65_	female (65+)	Conservatives	The Conservative Party	8807334278	Facebook	1485	1	2963682	1116478	40151	5490
f65_	female (65+)	European Parliament		178362315106	Facebook	908	1	2936219	1265218	17328	3737
f65_	female (65+)	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1997	1	2790645	859072	57900	5497
f65_	female (65+)	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	353	1	2577031	1062908	11825	2225
f65_	female (65+)	The Labour Party	The Labour Party	25749647410	Facebook	605	1	2442415	976776	22671	5302
f65_	female (65+)	Best For Britain	Best for Britain	1863944713844924	Facebook	742	1	2398103	991665	35978	8074
f65_	female (65+)	We are the 52%	We are the 52%	466744973727718	Facebook	278	1	2217271	785181	7286	958
f65_	female (65+)	Vattenfall Sverige		608975645850217	Facebook	27	1	2204972	993791	26534	7289
f65_	female (65+)	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	83	1	2142707	948289	4711	1371
f65_	female (65+)	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	51	1	2122309	995329	4689	2066
f65_	female (65+)	Sosialidemokraatit SDP		108945982480217	Facebook	238	1	2012615	779126	12651	2503
f65_	female (65+)	SPD	SPD	47930567748	Facebook	4268	1	1956485	432333	64585	1923
f65_	female (65+)	Fidesz	Fidesz	9844779306	Facebook	76	1	1847640	887142	6535	3220
f65_	female (65+)	Save the Children Italia		46590675335	Facebook	45	1	1719304	795536	8834	2137
f65_	female (65+)	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2145	1	1595964	486575	26615	2237
f65_	female (65+)	The Brexit Party	The Brexit Party	230416667843105	Facebook	85	1	1593907	755530	22901	6772
f65_	female (65+)	WeWorld Onlus		299584710061488	Facebook	314	1	1585547	629142	7605	892
f65_	female (65+)	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	118	1	1474888	608552	2853	763
f65_	female (65+)	Greenpeace France		39435457457	Facebook	121	1	1470601	671575	7890	1843
f65_	female (65+)	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	81	1	1245720	511766	3305	1309
f65_	female (65+)	Partito Democratico		77034286895	Facebook	119	1	1232110	552425	5571	1293
f65_	female (65+)	România în primul rând	Future Innovation	770704223323599	Facebook	77	1	1229052	539024	1762	401
f65_	female (65+)	sp.a	sp.a	57253967150	Facebook	181	1	1103676	363351	11583	1932
f65_	female (65+)	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	27	1	998943	464759	3364	830
f65_	female (65+)	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	54	1	977161	362600	2419	807
f65_	female (65+)	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	674	1	947551	344999	19369	3289
f65_	female (65+)	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	58	1	941318	430305	2260	618
f65_	female (65+)	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	90	1	937955	402490	8615	2063
f65_	female (65+)	Un país moderno	Unidas Podemos	577723459314066	Facebook	44	1	923480	398430	6858	1368
f65_	female (65+)	Right To Vote	Right to Vote	408236463256774	Facebook	356	1	905760	220230	8255	1025
f65_	female (65+)	Venstre, Danmarks Liberale Parti		21465928829	Facebook	313	1	899576	292219	6361	1813
f65_	female (65+)	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	883581	403055	7006	1493
f65_	female (65+)	Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	132	1	874284	312025	6690	1351
f65_	female (65+)	ČSSD	ČSSD	111041662264882	Facebook	749	1	806199	206769	4464	1124
f65_	female (65+)	FDP	FDP	21289227249	Facebook	1380	1	796539	235631	8590	642
f65_	female (65+)	Vereniging Eigen Huis		371735371563	Facebook	15	1	789349	325930	5935	1332
f65_	female (65+)	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	129	1	782955	276526	1543	496
f65_	female (65+)	Plan International Sverige		382243262003	Facebook	306	1	780545	254412	6466	1638
f65_	female (65+)	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	105	1	747928	312935	5101	1090
f65_	female (65+)	TheArticle	TheArticle	607840469632004	Facebook	26	1	740709	335287	11422	2491
f65_	female (65+)	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	31	1	734083	302787	8224	2536
f65_	female (65+)	Gazeta Wyborcza		63563473556	Facebook	370	1	715055	223929	1760	258
f65_	female (65+)	Centerpartiet	Centerpartiet	12690894340	Facebook	108	1	713054	253386	9404	2288
f65_	female (65+)	Médecins du Monde France		265420476920	Facebook	815	1	706625	211100	11988	790
f65_	female (65+)	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	43	1	696684	261045	993	270
f65_	female (65+)	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	57	1	664064	277046	2098	605
f65_	female (65+)	SPÖ	SPÖ	77393060080	Facebook	502	1	652934	234642	5674	942
f65_	female (65+)	Oxfam Novib		115289021825188	Facebook	39	1	645688	265145	9125	2757
f65_	female (65+)	Open Vld	Open Vld	53668151866	Facebook	324	1	639477	227608	6047	877
f65_	female (65+)	Save the Children España	Save the Children España	57845333112	Facebook	19	1	639292	291491	3237	759
f65_	female (65+)	MSZP	MSZP	115388925185513	Facebook	65	1	635496	277646	1400	630
f65_	female (65+)	PSOE	PSOE	189318235003	Facebook	125	1	623771	265956	1858	473
f65_	female (65+)	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	171	1	609133	253933	2737	480
f65_	female (65+)	SP	SP	128393027527	Facebook	158	1	603739	232883	6280	1187
f65_	female (65+)	RMDSZ	RMDSZ	102601499822802	Facebook	201	1	585426	175538	962	170
f65_	female (65+)	Harald Vilimsky		547597092025909	Facebook	160	1	549614	236765	5969	1406
f65_	female (65+)	Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	42	1	540549	221757	1646	385
f65_	female (65+)	Stefano Maullu		150618724962388	Facebook	32	1	539034	214678	1563	293
f65_	female (65+)	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	38	1	537608	262856	2442	579
f65_	female (65+)	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	63	1	536950	252769	2374	497
f65_	female (65+)	ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	25	1	499062	239917	720	188
f65_	female (65+)	UK government	UK government	408582579294175	Facebook	13	1	494169	224530	6431	2030
f65_	female (65+)	Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	15	1	483509	132976	4799	1239
f65_	female (65+)	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	174	1	481758	177638	2062	236
f65_	female (65+)	Roberta Metsola		406824526101449	Facebook	469	1	477953	144402	5302	147
f65_	female (65+)	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	79	1	464043	200472	2516	632
f65_	female (65+)	CDU	CDU	78502295414	Facebook	3045	1	457233	111246	4529	103
f65_	female (65+)	Alex Salmond	Slainte Media	136191876445102	Facebook	88	1	456524	150219	2480	287
