advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Greenpeace France		39435457457	Facebook	rm1	Last month	FR	France	30	1	13595021	6279437	55528	13115
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rm1	Last month	FR	France	72	1	13028935	5514571	72423	18098
Make.org	Make.org	122037308191612	Facebook	rm1	Last month	FR	France	72	1	12195289	5694080	57366	14310
Mon Homéo Mon Choix		1643185362449069	Facebook	rm1	Last month	FR	France	28	1	2040801	800529	18689	3957
CIWF France	CIWF France	335868279790722	Facebook	rm1	Last month	FR	France	5	1	1899776	799905	16993	3999
Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	rm1	Last month	FR	France	17	1	1837832	803989	1788	210
Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	rm1	Last month	FR	France	123	1	1597625	382543	17332	1299
Agence Isolation Pour Tous		568528630290119	Facebook	rm1	Last month	FR	France	22	1	1369226	561041	17542	3862
Maplanèteverte	Ma Planète Verte	340654233462962	Facebook	rm1	Last month	FR	France	33	1	1279856	303973	10866	1899
European Parliament		178362315106	Facebook	rm1	Last month	FR	France	4	1	1006579	402603	2011	1006
European GNSS Agency		128217567344601	Facebook	rm1	Last month	FR	France	1	1	999875	499938	4998	999
WWF-France	WWF-France	145392792632	Facebook	rm1	Last month	FR	France	18	1	980147	386602	3682	766
Always France		183045748427091	Facebook	rm1	Last month	FR	France	1	1	933230	466615	4665	933
UNICEF France		173159234432	Facebook	rm1	Last month	FR	France	36	1	931746	365696	5186	1258
Kialo		729627343834501	Facebook	rm1	Last month	FR	France	160	1	773333	304365	3650	826
Topito		136164895246	Facebook	rm1	Last month	FR	France	1	1	499956	199982	498	99
Fille Unique	Sébastien Jean-Pierre Paul Henri Gourdon	268836617151334	Facebook	rm1	Last month	FR	France	27	1	497870	134972	4772	799
Européens Sans Frontières		668031516635463	Facebook	rm1	Last month	FR	France	7	1	460661	193947	887	271
Elections Présidentielles Européennes 2019	Jérémie Gonzague Jean-Baptiste Lefebvre 	1509275882541675	Facebook	rm1	Last month	FR	France	6	1	349919	99980	2993	599
VMware		6975960973	Facebook	rm1	Last month	FR	France	3	1	301805	150903	799	160
Éditions Edilivre		203451893026466	Facebook	rm1	Last month	FR	France	2	1	266028	99969	110	0
La Cimade		176663393102	Facebook	rm1	Last month	FR	France	7	1	260784	127333	1220	367
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	rm1	Last month	FR	France	6	1	251144	110283	603	99
European Commission		107898832590939	Facebook	rm1	Last month	FR	France	2	1	249980	124990	1249	249
VeganbottleGo		320828511985253	Facebook	rm1	Last month	FR	France	2	1	249489	99796	498	249
