advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	65_	65+	DE	Germany	4256	1	255847	46635	8862	0
European Parliament	European Parliament	178362315106	Facebook	65_	65+	DE	Germany	1	1	106655	53327	533	106
FDP	FDP	21289227249	Facebook	65_	65+	DE	Germany	748	1	101825	15239	3765	8
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	65_	65+	DE	Germany	3	1	89304	35751	892	178
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	65_	65+	DE	Germany	655	1	52267	9851	1564	6
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	65_	65+	DE	Germany	2	1	40958	20479	188	89
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	65_	65+	DE	Germany	14	1	32971	14080	243	25
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	65_	65+	DE	Germany	10	1	21898	5267	153	8
Bayernpartei	Bayernpartei	78309442751	Facebook	65_	65+	DE	Germany	7	1	21830	4572	229	41
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	65_	65+	DE	Germany	72	1	16828	390	1514	0
DIE LINKE	DIE LINKE	47694585682	Facebook	65_	65+	DE	Germany	4	1	15687	3718	178	23
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	65_	65+	DE	Germany	2	1	14061	3356	131	26
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	65_	65+	DE	Germany	5	1	11073	3352	76	0
ver.di	la red	252085013582	Facebook	65_	65+	DE	Germany	1	1	10836	5418	108	54
Angelika Niebler	Angelika Niebler	183448258342806	Facebook	65_	65+	DE	Germany	1	1	10298	2059	20	0
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	65_	65+	DE	Germany	4	1	8816	1751	104	15
GRÜNE Bonn	BÜNDNIS 90 / DIE GRÜNEN Kreisverband Bonn	337333856328097	Facebook	65_	65+	DE	Germany	1	1	8074	1614	15	0
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	65_	65+	DE	Germany	2	1	7759	1551	15	0
SPD-Bundestagsfraktion	SPD-Bundestagsfraktion	144380008933707	Facebook	65_	65+	DE	Germany	1	1	6271	1254	12	0
Partei Demokratie Direkt	Lukas Michael Knecht	289988518287493	Facebook	65_	65+	DE	Germany	1	1	6266	1253	12	0
Sven Giegold	Sven Giegold	1391306014465513	Facebook	65_	65+	DE	Germany	3	1	5487	2743	54	0
Arbeitnehmer und Rentner Union ARU	Peter Otto Arthur Rippler 	408239062653173	Facebook	65_	65+	DE	Germany	3	1	5158	1762	78	0
SPD	SPD	47930567748	Facebook	65_	65+	DE	Germany	18	1	4964	519	286	0
Arbeitgeberverband Gesamtmetall	Arbeitgeberverband Gesamtmetall	169367889785454	Facebook	65_	65+	DE	Germany	7	1	4929	905	51	0
Peter Gillo	Peter Gillo	578310722649724	Facebook	65_	65+	DE	Germany	3	1	4789	1069	47	8
