advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	w003	Week 3	SK	Slovakia	7	1	86508	40756	672	53
Kialo		729627343834501	Facebook	w003	Week 3	SK	Slovakia	3	1	55264	25626	305	61
Ivan ŠTEFANEC		324560137683033	Facebook	w003	Week 3	SK	Slovakia	1	1	27776	11110	55	27
Martin Beluský - kandidát na poslanca EP	Kotleba - Ľudová strana Naše Slovensko	2011031775831511	Facebook	w003	Week 3	SK	Slovakia	4	1	23179	11590	229	0
Miroslav Žiak		396331590493376	Facebook	w003	Week 3	SK	Slovakia	3	1	13748	5374	185	0
Michal Liptaj kandidát do Európskeho parlamentu		211966999713636	Facebook	w003	Week 3	SK	Slovakia	4	1	10997	1999	297	0
Pela Case		119283008140727	Facebook	w003	Week 3	SK	Slovakia	6	1	6270	1254	11	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w003	Week 3	SK	Slovakia	3	1	2052	858	4	0
Stoke Travel		193334324519	Facebook	w003	Week 3	SK	Slovakia	1	1	978	489	0	0
Perseus Apparel		1112003955624720	Facebook	w003	Week 3	SK	Slovakia	11	1	705	150	1	0
The British Journal of Photography	Ecotricity Group Limited	40055265495	Facebook	w003	Week 3	SK	Slovakia	1	1	363	72	0	0
Soonfeed		214615931960850	Facebook	w003	Week 3	SK	Slovakia	1	1	276	138	2	0
Soviet Visuals		1160495674016675	Facebook	w003	Week 3	SK	Slovakia	6	1	106	23	0	0
Le Monde		14892757589	Facebook	w003	Week 3	SK	Slovakia	5	1	34	13	0	0
Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	w003	Week 3	SK	Slovakia	1	1	16	3	0	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	w003	Week 3	SK	Slovakia	4	1	15	0	1	0
Professor  Alberto Testa	Alberto Testa	1899667790263172	Facebook	w003	Week 3	SK	Slovakia	1	1	9	1	0	0
CEC European Managers		962505560483309	Facebook	w003	Week 3	SK	Slovakia	1	1	5	0	0	0
Andreas Schieder	SPÖ	290881691011354	Facebook	w003	Week 3	SK	Slovakia	2	1	3	0	0	0
Financial Times		8860325749	Facebook	w003	Week 3	SK	Slovakia	1	1	3	0	0	0
COP23		1812087282376505	Facebook	w003	Week 3	SK	Slovakia	1	1	3	1	0	0
Banque mondiale		155174084508744	Facebook	w003	Week 3	SK	Slovakia	1	1	2	1	0	0
Best Shopping Deals		519091928553063	Facebook	w003	Week 3	SK	Slovakia	1	1	2	0	0	0
YOGA BURN		146316959083110	Facebook	w003	Week 3	SK	Slovakia	2	1	1	0	0	0
