gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	PL	Poland	7588	1678	81195588	29616125	227898	43726
m	male	PL	Poland	7210	1627	80900196	29778752	233631	44718
u	unknown	PL	Poland	6302	1502	484515	173752	1731	328
