advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPÖ	SPÖ	77393060080	Facebook	w019	Week 19	AT	Austria	568	1	7294846	2574828	58712	10041
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	w019	Week 19	AT	Austria	1248	1	3063650	703126	55348	2476
Claudia Gamon	NEOS	447992848717452	Facebook	w019	Week 19	AT	Austria	91	1	2913908	878999	21308	3900
Andreas Schieder	SPÖ	290881691011354	Facebook	w019	Week 19	AT	Austria	63	1	2753490	982271	26746	5208
Stadt Wien	Stadt Wien	110971788921077	Facebook	w019	Week 19	AT	Austria	50	1	2434804	979416	11929	2450
Harald Vilimsky		547597092025909	Facebook	w019	Week 19	AT	Austria	18	1	2336359	1069999	18921	4600
Die Grünen	Die Grünen	21759893033	Facebook	w019	Week 19	AT	Austria	50	1	1831819	683554	13592	3514
kontrast.at	kontrast.at	1079650008770485	Facebook	w019	Week 19	AT	Austria	43	1	1642229	667501	10126	3150
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	w019	Week 19	AT	Austria	555	1	1196463	300835	16624	322
Europäisches Parlament Österreich		124468054313069	Facebook	w019	Week 19	AT	Austria	34	1	1053731	434279	4368	1480
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	w019	Week 19	AT	Austria	121	1	1024564	271700	10029	1055
HC Strache	FPÖ	74865038590	Facebook	w019	Week 19	AT	Austria	18	1	885983	348000	5033	849
Othmar Karas	Volkspartei	395638503864459	Facebook	w019	Week 19	AT	Austria	345	1	788452	194000	20689	900
European Parliament		178362315106	Facebook	w019	Week 19	AT	Austria	5	1	750867	300345	7500	1500
Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	w019	Week 19	AT	Austria	19	1	562051	222024	4584	1058
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	w019	Week 19	AT	Austria	14	1	481655	99333	1122	0
