week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-17	AT	Austria	5212	258	36306986	11404049	389238	41337
w019	Week 19	2019-05-06	2019-05-12	AT	Austria	5081	273	40775037	13627151	395852	52499
w018	Week 18	2019-04-29	2019-05-05	AT	Austria	4516	294	35327175	12619124	323834	55140
w017	Week 17	2019-04-22	2019-04-28	AT	Austria	3292	300	21368738	7604862	196228	31245
w016	Week 16	2019-04-15	2019-04-21	AT	Austria	2298	355	11025919	3786860	86797	12283
w015	Week 15	2019-04-08	2019-04-14	AT	Austria	2020	540	9999236	3436893	77551	11488
w014	Week 14	2019-04-01	2019-04-07	AT	Austria	1609	553	7903075	2724263	69159	10643
w013	Week 13	2019-03-25	2019-03-31	AT	Austria	1311	438	7032125	2523641	56545	8187
w012	Week 12	2019-03-18	2019-03-24	AT	Austria	1128	368	6403437	2259929	54040	6638
w011	Week 11	2019-03-11	2019-03-17	AT	Austria	775	265	5588744	2127596	47586	7408
w010	Week 10	2019-03-04	2019-03-10	AT	Austria	543	166	2177725	806152	18684	2662
w009	Week 9	2019-02-25	2019-03-03	AT	Austria	380	112	1824543	671069	12841	1786
w008	Week 8	2019-02-18	2019-02-24	AT	Austria	277	94	951227	315096	12281	1757
w007	Week 7	2019-02-11	2019-02-17	AT	Austria	206	79	1161751	404178	9288	1257
w006	Week 6	2019-02-04	2019-02-10	AT	Austria	198	71	847715	283192	7501	954
w005	Week 5	2019-01-28	2019-02-03	AT	Austria	252	67	814475	256624	9450	1319
w004	Week 4	2019-01-21	2019-01-27	AT	Austria	183	52	825310	273016	8776	1210
w003	Week 3	2019-01-14	2019-01-20	AT	Austria	170	55	700931	242613	6675	1011
w002	Week 2	2019-01-07	2019-01-13	AT	Austria	127	47	625209	228432	5467	885
w001	Week 1	2019-01-01	2019-01-06	AT	Austria	120	37	1063093	430444	7422	1423
