recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	FR	France	882	196	4837938	2036149	28597	5918
rd2	Last 2 days	2019-05-14	2019-05-15	FR	France	914	212	9705269	4082994	57827	11856
rd3	Last 3 days	2019-05-13	2019-05-15	FR	France	998	224	12184234	5062360	77634	14570
rd4	Last 4 days	2019-05-12	2019-05-15	FR	France	1038	237	14414079	5945558	90931	17220
rd5	Last 5 days	2019-05-11	2019-05-15	FR	France	1104	259	16788387	6866079	105696	19934
rd6	Last 6 days	2019-05-10	2019-05-15	FR	France	1155	270	20425541	8351797	125092	25079
rw1	Last week	2019-05-09	2019-05-15	FR	France	1200	290	24709679	10156482	147401	29588
rw2	Last 2 weeks	2019-05-02	2019-05-15	FR	France	1554	399	38458211	16076943	227554	44250
rw3	Last 3 weeks	2019-04-25	2019-05-15	FR	France	2219	568	47597356	19608436	294656	55835
rw4	Last 4 weeks	2019-04-18	2019-05-15	FR	France	2891	808	58807687	23989242	369167	67767
rm1	Last month	2019-04-16	2019-05-15	FR	France	3078	884	65545419	27000945	409363	74379
rm2	Last 2 months	2019-03-17	2019-05-15	FR	France	8940	2563	158162074	61841565	1243685	194861
rm3	Last 3 months	2019-02-15	2019-05-15	FR	France	11415	2962	206177178	80392142	1692619	266410
rm6	Last 6 months	2019-01-01	2019-05-15	FR	France	12192	3053	224894488	87586867	1848397	293121
