recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	MT	Malta	325	73	865652	269289	6052	266
rd2	Last 2 days	2019-05-12	2019-05-13	MT	Malta	377	77	2046501	641752	13709	605
rd3	Last 3 days	2019-05-11	2019-05-13	MT	Malta	451	81	3992007	1290228	26392	2003
rd4	Last 4 days	2019-05-10	2019-05-13	MT	Malta	522	87	5975293	1996682	35458	2693
rd5	Last 5 days	2019-05-09	2019-05-13	MT	Malta	566	91	7571209	2546510	42811	3151
rd6	Last 6 days	2019-05-08	2019-05-13	MT	Malta	611	93	8935488	2999262	49513	3606
rw1	Last week	2019-05-07	2019-05-13	MT	Malta	648	95	10396993	3510432	56879	4301
rw2	Last 2 weeks	2019-04-30	2019-05-13	MT	Malta	1010	135	18397279	6210902	93824	7168
rw3	Last 3 weeks	2019-04-23	2019-05-13	MT	Malta	1317	177	23294555	7910176	115220	8778
rw4	Last 4 weeks	2019-04-16	2019-05-13	MT	Malta	1544	232	24695287	8317895	123865	9133
rm1	Last month	2019-04-14	2019-05-13	MT	Malta	1645	253	25252544	8530273	126489	9297
rm2	Last 2 months	2019-03-15	2019-05-13	MT	Malta	2809	569	32184826	10870795	159987	11586
rm3	Last 3 months	2019-02-13	2019-05-13	MT	Malta	3232	643	36010854	12164937	181779	13544
rm6	Last 6 months	2019-01-01	2019-05-13	MT	Malta	3500	681	40375856	13831430	209447	17310
