country_code_filter	country_name_filter	impression_code	impression_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
MT	Malta	0_1k	0 - 1k	621	190	189515	0	18418	2
MT	Malta	1k_5k	1k - 5k	1267	283	3731438	746437	73529	10
MT	Malta	5k_10k	5k - 10k	698	211	4147584	2073999	40832	17
MT	Malta	10k_50k	10k - 50k	1060	307	18154288	3630930	47951	3078
MT	Malta	50k_100k	50k - 100k	308	135	6685688	3342877	29674	5811
MT	Malta	100k_200k	100k - 200k	189	88	5499010	2749519	17806	3581
MT	Malta	200k_500k	200k - 500k	152	82	5013409	2005367	19021	5402
MT	Malta	500k_1m	500k - 1m	63	38	1339883	669942	6729	1392
