advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	200k_500k	200k - 500k	HR	Croatia	14	1	3045936	1218377	8318	2518
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	200k_500k	200k - 500k	HR	Croatia	5	1	2499980	999994	1629	289
European Greens		141366725876424	Facebook	200k_500k	200k - 500k	HR	Croatia	9	1	2092651	837062	2932	587
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	200k_500k	200k - 500k	HR	Croatia	2	1	999666	399867	542	88
Kialo		729627343834501	Facebook	200k_500k	200k - 500k	HR	Croatia	24	1	690794	276318	2634	773
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	499999	200000	889	445
Valter Flego	Valter Flego	441675022557503	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	499998	199999	444	89
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	499998	199999	444	89
Bandić Milan 365 - Stranka rada i solidarnosti		350640391803012	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	499996	199999	444	89
pametno.org	pametno.org	144815235686385	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	499837	199935	444	88
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	200k_500k	200k - 500k	HR	Croatia	11	1	261110	104444	389	91
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	200k_500k	200k - 500k	HR	Croatia	6	1	173039	69215	473	94
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	200k_500k	200k - 500k	HR	Croatia	6	1	169289	67715	278	121
Greens/EFA in the European Parliament		150527751674751	Facebook	200k_500k	200k - 500k	HR	Croatia	2	1	81254	32501	72	14
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	60866	24346	60	12
European Youth Event		919232861444360	Facebook	200k_500k	200k - 500k	HR	Croatia	2	1	46822	18729	64	23
UNICEF Europe & Central Asia		373536278864	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	32564	13026	5	0
Game of Sultans		185311195624361	Facebook	200k_500k	200k - 500k	HR	Croatia	4	1	32313	12925	363	117
Tuxy		870667836405958	Facebook	200k_500k	200k - 500k	HR	Croatia	2	1	32134	12853	109	29
Guardian Weekly		64525551258	Facebook	200k_500k	200k - 500k	HR	Croatia	3	1	27655	11062	43	15
EPP Group in the European Parliament		291699857688	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	23192	9277	23	4
EEA and Norway Grants		70937137362	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	17074	6830	3	0
Europeana.eu		10261403667	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	16807	6723	16	3
Cecilia Malmström		258966159416	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	15605	6242	31	15
Climate-KIC		403370709744295	Facebook	200k_500k	200k - 500k	HR	Croatia	1	1	12410	4964	28	14
