country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	m25_34	male (25-34)	1977	499	2447155	874757	13895	1981
EE	Estonia	f25_34	female (25-34)	2125	509	2404864	902339	13129	1981
EE	Estonia	f18_24	female (18-24)	1931	464	2083134	768248	10599	1413
EE	Estonia	m18_24	male (18-24)	1810	453	1898516	673348	10409	1376
EE	Estonia	f35_44	female (35-44)	2088	498	1815374	655750	10637	1515
EE	Estonia	m35_44	male (35-44)	1944	490	1564226	544687	9069	1217
EE	Estonia	f45_54	female (45-54)	1987	472	1341270	470688	8017	976
EE	Estonia	f55_64	female (55-64)	1478	438	1048675	357617	5939	498
EE	Estonia	m45_54	male (45-54)	1838	461	907791	306544	5412	627
EE	Estonia	f65_	female (65+)	1322	388	719777	239734	4179	320
EE	Estonia	m55_64	male (55-64)	1384	427	480778	159778	2908	213
EE	Estonia	m65_	male (65+)	1260	382	293545	98175	1778	129
EE	Estonia	f13_17	female (13-17)	211	92	185599	71522	406	11
EE	Estonia	m13_17	male (13-17)	194	88	116103	45894	279	8
EE	Estonia	u35_44	unknown (35-44)	1741	439	31389	11604	174	27
EE	Estonia	u25_34	unknown (25-34)	1699	438	19969	7590	102	17
EE	Estonia	u45_54	unknown (45-54)	1563	402	12227	4374	74	10
EE	Estonia	u18_24	unknown (18-24)	1360	358	5777	2108	33	4
EE	Estonia	u65_	unknown (65+)	923	327	3623	1246	18	1
EE	Estonia	u55_64	unknown (55-64)	979	345	3064	1116	15	1
EE	Estonia	u13_17	unknown (13-17)	149	75	532	219	0	0
