advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	m	male	SI	Slovenia	44	1	2545299	1077959	11566	3074
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	m	male	SI	Slovenia	150	1	1723602	525160	10561	572
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	m	male	SI	Slovenia	45	1	1025832	361501	4204	446
European Greens		141366725876424	Facebook	m	male	SI	Slovenia	41	1	777312	358844	2774	820
Kialo		729627343834501	Facebook	m	male	SI	Slovenia	332	1	685631	283929	3499	862
Romana Tomc		1025408990823719	Facebook	m	male	SI	Slovenia	26	1	672268	154606	1878	48
Franc Bogovič		288826994603012	Facebook	m	male	SI	Slovenia	12	1	521253	195412	1362	157
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	m	male	SI	Slovenia	34	1	518837	171929	2893	133
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	m	male	SI	Slovenia	103	1	453221	116389	5901	0
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	m	male	SI	Slovenia	21	1	377897	84068	1626	58
Siemens Slovenija		393074441061448	Facebook	m	male	SI	Slovenia	11	1	189386	37780	725	0
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	m	male	SI	Slovenia	6	1	177932	35473	407	0
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	m	male	SI	Slovenia	14	1	161576	53404	560	0
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	m	male	SI	Slovenia	4	1	142533	51039	787	129
SAB - Stranka Alenke Bratušek		242210245976248	Facebook	m	male	SI	Slovenia	4	1	131513	41902	265	0
Patricija Šulin		1541413339429015	Facebook	m	male	SI	Slovenia	9	1	124063	44193	821	58
Evropska komisija v Sloveniji		100107313369390	Facebook	m	male	SI	Slovenia	1	1	122223	61112	304	61
Neva Grašič		2235496013147745	Facebook	m	male	SI	Slovenia	13	1	101702	25947	727	0
DOM - Domovinska liga		571044543390810	Facebook	m	male	SI	Slovenia	8	1	79362	22879	584	0
Lumar hiše		117782661584893	Facebook	m	male	SI	Slovenia	2	1	77600	38800	387	77
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	m	male	SI	Slovenia	54	1	70148	31670	137	32
European Commission		107898832590939	Facebook	m	male	SI	Slovenia	8	1	68304	25126	196	19
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	m	male	SI	Slovenia	56	1	67209	29733	213	40
Ta teden z Juretom Godlerjem		1585328878380866	Facebook	m	male	SI	Slovenia	1	1	49999	10000	99	0
Levica	Levica	285304408294792	Facebook	m	male	SI	Slovenia	19	1	45443	10058	1198	0
