audience_code_filter	audience_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m65_	male (65+)	Britain's Future	Britain's Future	1625300137516491	Facebook	3890	1	10619155	3138169	118862	16429
m65_	male (65+)	We are the 52%	We are the 52%	466744973727718	Facebook	278	1	4373462	1571772	12861	1660
m65_	male (65+)	People's Vote UK	People's Vote	748608695327755	Facebook	3151	1	3321370	1068169	57104	9367
m65_	male (65+)	Ciudadanos	Ciudadanos	74078667754	Facebook	3757	1	3096975	958412	29778	2487
m65_	male (65+)	European Parliament		178362315106	Facebook	910	1	2932274	1268522	18732	4108
m65_	male (65+)	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	355	1	2891123	1198753	12917	2457
m65_	male (65+)	Conservatives	The Conservative Party	8807334278	Facebook	1552	1	2647238	927758	40581	4851
m65_	male (65+)	38 Degrees	38 Degrees	200006375787	Facebook	639	1	2419818	865826	16868	2419
m65_	male (65+)	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	2030	1	2276438	715837	46533	4242
m65_	male (65+)	Podemos	Unidas Podemos	269212336568846	Facebook	184	1	2273877	1030898	14728	3914
m65_	male (65+)	SPD	SPD	47930567748	Facebook	4024	1	1974266	465603	56851	2161
m65_	male (65+)	The Labour Party	The Labour Party	25749647410	Facebook	605	1	1917437	752614	17673	3950
m65_	male (65+)	Best For Britain	Best for Britain	1863944713844924	Facebook	721	1	1759931	730966	26817	6014
m65_	male (65+)	Vattenfall Sverige		608975645850217	Facebook	28	1	1687591	776450	21747	6052
m65_	male (65+)	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	83	1	1614166	714227	3525	1027
m65_	male (65+)	Partito Democratico		77034286895	Facebook	118	1	1609637	720950	7490	1596
m65_	male (65+)	The Brexit Party	The Brexit Party	230416667843105	Facebook	85	1	1577810	751240	22548	6804
m65_	male (65+)	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	51	1	1403686	656436	3087	1356
m65_	male (65+)	Sosialidemokraatit SDP		108945982480217	Facebook	233	1	1288195	487114	8531	1676
m65_	male (65+)	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	683	1	1100667	401813	22200	3812
m65_	male (65+)	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	118	1	1082769	451418	2038	548
m65_	male (65+)	Fidesz	Fidesz	9844779306	Facebook	76	1	963364	460758	3334	1642
m65_	male (65+)	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	101	1	908942	386788	8120	1896
m65_	male (65+)	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	27	1	881657	411597	2551	656
m65_	male (65+)	Partido Popular	Partido Popular	72249031214	Facebook	505	1	871722	366984	4647	892
m65_	male (65+)	ČSSD	ČSSD	111041662264882	Facebook	989	1	842695	153413	5525	1181
m65_	male (65+)	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	61	1	787503	359009	1842	500
m65_	male (65+)	România în primul rând	Future Innovation	770704223323599	Facebook	75	1	782318	343386	1094	254
m65_	male (65+)	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	779112	357903	6560	1401
m65_	male (65+)	sp.a	sp.a	57253967150	Facebook	179	1	767037	257040	7737	1282
m65_	male (65+)	SPÖ	SPÖ	77393060080	Facebook	484	1	740335	250053	6703	994
m65_	male (65+)	Greenpeace France		39435457457	Facebook	123	1	739026	332928	3882	870
m65_	male (65+)	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	81	1	733250	307762	1945	793
m65_	male (65+)	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2063	1	729284	226848	11522	1013
m65_	male (65+)	Right To Vote	Right to Vote	408236463256774	Facebook	357	1	724952	177761	7070	819
m65_	male (65+)	Venstre, Danmarks Liberale Parti		21465928829	Facebook	282	1	712993	220121	4834	1398
m65_	male (65+)	Un país moderno	Unidas Podemos	577723459314066	Facebook	44	1	683084	293419	5097	1012
m65_	male (65+)	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	103	1	652821	269519	4187	913
m65_	male (65+)	FDP	FDP	21289227249	Facebook	1373	1	648782	193495	6845	377
m65_	male (65+)	Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	67	1	638210	264843	3376	849
m65_	male (65+)	SP	SP	128393027527	Facebook	158	1	636139	241911	6779	1303
m65_	male (65+)	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	152	1	595333	209951	2192	246
m65_	male (65+)	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	31	1	589388	247238	6232	1888
m65_	male (65+)	Alex Salmond	Slainte Media	136191876445102	Facebook	90	1	559461	186456	2990	337
m65_	male (65+)	Harald Vilimsky		547597092025909	Facebook	160	1	534863	230339	5748	1377
m65_	male (65+)	UK government	UK government	408582579294175	Facebook	13	1	514299	230424	5348	1622
m65_	male (65+)	EU Watch	EU Watch	136146920436020	Facebook	35	1	512866	156007	1623	193
m65_	male (65+)	Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	131	1	510969	178218	3677	732
m65_	male (65+)	Open Vld	Open Vld	53668151866	Facebook	318	1	508377	183501	4574	726
m65_	male (65+)	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	128	1	469394	188558	1892	325
m65_	male (65+)	WeWorld Onlus		299584710061488	Facebook	206	1	468275	174587	2789	378
m65_	male (65+)	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	52	1	465858	177361	1115	379
