recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	LV	Latvia	164	51	508244	162947	2372	103
rd2	Last 2 days	2019-05-12	2019-05-13	LV	Latvia	183	54	1121854	364901	5278	257
rd3	Last 3 days	2019-05-11	2019-05-13	LV	Latvia	214	56	1769925	577297	8193	412
rd4	Last 4 days	2019-05-10	2019-05-13	LV	Latvia	223	59	2395938	792496	10820	599
rd5	Last 5 days	2019-05-09	2019-05-13	LV	Latvia	231	62	2890715	970189	12983	772
rd6	Last 6 days	2019-05-08	2019-05-13	LV	Latvia	238	67	3247085	1104279	14571	923
rw1	Last week	2019-05-07	2019-05-13	LV	Latvia	274	70	4097011	1457794	18300	1450
rw2	Last 2 weeks	2019-04-30	2019-05-13	LV	Latvia	418	114	9022292	3295145	42972	5187
rw3	Last 3 weeks	2019-04-23	2019-05-13	LV	Latvia	616	142	11537414	4115562	54864	6977
rw4	Last 4 weeks	2019-04-16	2019-05-13	LV	Latvia	762	183	12237112	4302368	59304	7275
rm1	Last month	2019-04-14	2019-05-13	LV	Latvia	854	200	12563847	4424794	60946	7448
rm2	Last 2 months	2019-03-15	2019-05-13	LV	Latvia	1588	429	15948298	5509457	76248	8488
rm3	Last 3 months	2019-02-13	2019-05-13	LV	Latvia	1836	482	17714236	6164569	82068	9005
rm6	Last 6 months	2019-01-01	2019-05-13	LV	Latvia	1965	514	17787287	6193320	82529	9049
