recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	SI	Slovenia	401	63	637316	197987	4761	173
rd2	Last 2 days	2019-05-14	2019-05-15	SI	Slovenia	435	66	1344568	414099	10417	349
rd3	Last 3 days	2019-05-13	2019-05-15	SI	Slovenia	458	72	2015986	621486	15967	515
rd4	Last 4 days	2019-05-12	2019-05-15	SI	Slovenia	473	74	2593746	802985	20146	678
rd5	Last 5 days	2019-05-11	2019-05-15	SI	Slovenia	502	77	3102286	961523	23626	841
rd6	Last 6 days	2019-05-10	2019-05-15	SI	Slovenia	512	78	3602066	1118416	27019	1015
rw1	Last week	2019-05-09	2019-05-15	SI	Slovenia	530	82	4091368	1268388	30431	1168
rw2	Last 2 weeks	2019-05-02	2019-05-15	SI	Slovenia	653	109	7764697	2628692	48540	4343
rw3	Last 3 weeks	2019-04-25	2019-05-15	SI	Slovenia	890	153	12655679	4604903	75825	8846
rw4	Last 4 weeks	2019-04-18	2019-05-15	SI	Slovenia	1032	198	13525118	4864619	79971	8977
rm1	Last month	2019-04-16	2019-05-15	SI	Slovenia	1076	211	13728548	4925984	81202	9028
rm2	Last 2 months	2019-03-17	2019-05-15	SI	Slovenia	1944	471	18553249	6716258	100841	11449
rm3	Last 3 months	2019-02-15	2019-05-15	SI	Slovenia	2216	541	19647556	7092421	105903	11952
rm6	Last 6 months	2019-01-01	2019-05-15	SI	Slovenia	2352	572	20060856	7199953	107343	12048
