advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Roberta Metsola		406824526101449	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	999960	399985	9997	1999
European Parliament		178362315106	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	501189	200476	501	101
Alfred Sant	Alfred Sant	537789116260209	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	499993	199997	998	499
Kialo		729627343834501	Facebook	200k_500k	200k - 500k	MT	Malta	27	1	143493	57397	865	201
Save the Refugees		1931458237163388	Facebook	200k_500k	200k - 500k	MT	Malta	3	1	73162	29265	639	127
Humble Household		1746853745395190	Facebook	200k_500k	200k - 500k	MT	Malta	4	1	52723	21089	349	69
5Pillars	5 Pillars	490858150969676	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	22217	8887	257	51
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	200k_500k	200k - 500k	MT	Malta	6	1	20031	8012	33	14
Sufferosa		298654263583	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	17173	6869	19	3
Game of Sultans		185311195624361	Facebook	200k_500k	200k - 500k	MT	Malta	4	1	16599	6640	182	57
DigitalOcean		149515305173840	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	15695	6278	139	27
VoteWatch Europe		355087424564148	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	13430	5372	18	6
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	200k_500k	200k - 500k	MT	Malta	3	1	12488	4995	121	24
European Greens		141366725876424	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	12120	4848	24	12
Guardian Weekly		64525551258	Facebook	200k_500k	200k - 500k	MT	Malta	3	1	11444	4578	16	5
Lingokids		497983453648415	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	9421	3768	8	1
European Youth Event		919232861444360	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	8132	3252	12	4
Europeana.eu		10261403667	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	5160	2064	5	1
Wholesome Culture		1664959567149320	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	3789	1516	3	0
The Sorgentian		999473843569108	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	3434	1373	3	0
Give A Vote		2186129244970085	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	2821	1128	2	0
Tuxy		870667836405958	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	2303	921	10	2
Sacramento Kings		96222644025	Facebook	200k_500k	200k - 500k	MT	Malta	18	1	2198	879	1	0
eToro		193863317737	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	1963	785	2	1
Européens Sans Frontières		668031516635463	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	1887	755	2	0
Milaap		315603771494	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	1828	731	4	2
Cecilia Malmström		258966159416	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	1821	728	3	1
EPP Group in the European Parliament		291699857688	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	1601	640	1	0
Gaia		182073298490036	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	1374	550	12	2
EPP - European People's Party		48034275355	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	1321	528	2	1
Matthew Hussey		525275707491504	Facebook	200k_500k	200k - 500k	MT	Malta	3	1	1251	500	11	2
γυρίζουμε		278308089460720	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	1202	481	12	2
UNICEF		68793499001	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	1053	421	0	0
LIKE APP		272972103180159	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	638	255	0	0
ADF International		382186268590822	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	635	254	0	0
Tuunes		992176580926495	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	585	234	0	0
Le Monde		14892757589	Facebook	200k_500k	200k - 500k	MT	Malta	3	1	558	223	0	0
Talking Europe		316028505828375	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	484	193	0	0
Solar Impulse		187539851277198	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	453	181	0	0
TENCEL		164249401288	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	341	136	0	0
China Xinhua News		338109312883186	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	293	117	0	0
The WorldPost		70242384902	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	286	114	0	0
ALDE Group – Liberals and Democrats in the European Parliament		123910440019	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	264	105	0	0
Journal des Français à l'étranger		1193690844094654	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	263	105	0	0
Columbia University in the City of New York		102471088936	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	261	104	0	0
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	244	97	0	0
Unexplained Mysteries		259243241341132	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	219	87	0	0
RSM MBA		110428762358678	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	198	79	0	0
World Bank		153371894688575	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	139	55	0	0
Harry Singha		35219798715	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	86	34	0	0
Lima Charlie News		213568475689594	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	85	34	0	0
Sawab Center FR		1211855348956946	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	65	26	0	0
CanadaVisa.com - Campbell Cohen Canadian Immigration Law Firm		104102576882	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	64	26	0	0
TRT World		1559901027613381	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	61	24	0	0
Stephen Webster		237837336581	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	50	20	0	0
MPMC		595432454123427	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	48	19	0	0
CGTN Français		169799706487474	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	35	14	0	0
The Bambooster		230034544330013	Facebook	200k_500k	200k - 500k	MT	Malta	2	1	35	14	0	0
Createus Media		2285504984811915	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	16	6	0	0
The Intercept Brasil		1754956431459064	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	10	4	0	0
Ecogreen		2207467306235731	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	10	4	0	0
Flora & Fauna		303798486465804	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	7	3	0	0
آزادی		2225999294109545	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	7	3	0	0
Brut		1691667177798461	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	7	3	0	0
Delphinus		20411877802	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	7	3	0	0
Seaqual Friends		2009782872619352	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	6	2	0	0
♤♧BOTCHY♧♤		353439831803607	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	5	2	0	0
The Global People's Summit		342879886143094	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	4	2	0	0
Civitas Maxima		1397642550542919	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	4	1	0	0
Banque mondiale		155174084508744	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	3	1	0	0
Rajiv Malhotra		137726233047389	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	2	1	0	0
Progressive Connexions		1603753072986150	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	1	0	0	0
Dorje Shugden		124479407593558	Facebook	200k_500k	200k - 500k	MT	Malta	1	1	1	0	0	0
