impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
500k_1m	500k - 1m	European Parliament		178362315106	Facebook	104	1	103999896	52000000	471612	138466
500k_1m	500k - 1m	Podemos	Unidas Podemos	269212336568846	Facebook	39	1	38999961	19500000	220961	62500
500k_1m	500k - 1m	European Commission		107898832590939	Facebook	19	1	18999981	9500000	79981	20500
500k_1m	500k - 1m	Partido Popular	Partido Popular	72249031214	Facebook	16	1	15999984	8000000	84984	20000
500k_1m	500k - 1m	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	15	1	14999985	7500000	27238	12690
500k_1m	500k - 1m	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	15	1	14999985	7500000	26259	11555
500k_1m	500k - 1m	Vlaams Belang	Vlaams Belang	56605856504	Facebook	14	1	13999986	7000000	69986	14000
500k_1m	500k - 1m	Greenpeace France		39435457457	Facebook	14	1	13999986	7000000	69986	14000
500k_1m	500k - 1m	Best For Britain	Best for Britain	1863944713844924	Facebook	14	1	13999986	7000000	109916	39344
500k_1m	500k - 1m	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	45	1	13546349	1354634	4605	436
500k_1m	500k - 1m	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	44	1	13245319	1324531	175349	3236
500k_1m	500k - 1m	Kialo		729627343834501	Facebook	13	1	12999987	6500000	75649	25813
500k_1m	500k - 1m	AMERISOFT SRL		AR573801583431647232	Google	43	1	12944289	1294428	1189	60
500k_1m	500k - 1m	Conservatives	The Conservative Party	8807334278	Facebook	12	1	11999988	6000000	69417	13886
500k_1m	500k - 1m	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	10	1	9999990	5000000	24990	6200
500k_1m	500k - 1m	People's Vote UK	People's Vote	748608695327755	Facebook	10	1	9999990	5000000	121493	31244
500k_1m	500k - 1m	Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	31	1	9331929	933192	466	0
500k_1m	500k - 1m	România în primul rând	Future Innovation	770704223323599	Facebook	9	1	8999991	4500000	6931	1575
500k_1m	500k - 1m	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	8	1	7999992	4000000	9453	2521
500k_1m	500k - 1m	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	7	1	6999993	3500000	14493	4100
500k_1m	500k - 1m	Partito Democratico		77034286895	Facebook	7	1	6999993	3500000	31993	10000
500k_1m	500k - 1m	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	22	1	6622659	662265	12056	451
500k_1m	500k - 1m	KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	22	1	6622659	662265	1143	90
500k_1m	500k - 1m	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	20	1	6020599	602059	180617	3010
500k_1m	500k - 1m	sp.a	sp.a	57253967150	Facebook	6	1	5999994	3000000	29994	6000
500k_1m	500k - 1m	European Greens	European Greens	141366725876424	Facebook	6	1	5999994	3000000	25994	5500
500k_1m	500k - 1m	Un país moderno	Unidas Podemos	577723459314066	Facebook	6	1	5999994	3000000	25994	5500
500k_1m	500k - 1m	Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	5	1	4999995	2500000	5814	1163
500k_1m	500k - 1m	The Brexit Party	The Brexit Party	230416667843105	Facebook	5	1	4999995	2500000	46281	19672
500k_1m	500k - 1m	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	5	1	4999995	2500000	4411	945
500k_1m	500k - 1m	SPD	SPD	47930567748	Facebook	5	1	4999995	2500000	24995	5000
500k_1m	500k - 1m	Referendum Commission		580832208630212	Facebook	5	1	4999995	2500000	24995	5000
500k_1m	500k - 1m	Romania #nuepsd	Future Innovation	293215748279337	Facebook	5	1	4999995	2500000	2730	735
500k_1m	500k - 1m	Sosialidemokraatit SDP		108945982480217	Facebook	5	1	4999995	2500000	16995	4000
500k_1m	500k - 1m	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	16	1	4816479	481647	46810	918
500k_1m	500k - 1m	Partido Popular Regional De Canarias		AR288284801977286656	Google	16	1	4816479	481647	1595	150
500k_1m	500k - 1m	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	15	1	4515449	451544	55540	1038
500k_1m	500k - 1m	Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	4	1	3999996	2000000	4651	930
500k_1m	500k - 1m	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	4	1	3999996	2000000	19996	4000
500k_1m	500k - 1m	Save the Children Italia		46590675335	Facebook	4	1	3999996	2000000	19996	4000
500k_1m	500k - 1m	Save the Children España	Save the Children España	57845333112	Facebook	4	1	3999996	2000000	19996	4000
500k_1m	500k - 1m	Facebook	Facebook	726281677519881	Facebook	4	1	3999996	2000000	19996	4000
500k_1m	500k - 1m	Ciudadanos	Ciudadanos	74078667754	Facebook	4	1	3999996	2000000	19996	4000
500k_1m	500k - 1m	UK government	UK government	408582579294175	Facebook	4	1	3999996	2000000	40497	18515
500k_1m	500k - 1m	Delphinus		20411877802	Facebook	4	1	3999996	2000000	1420	267
500k_1m	500k - 1m	Future Innovation SRL		AR474748779908562944	Google	12	1	3612359	361235	46208	857
500k_1m	500k - 1m	COALICION CANARIA		AR489541609348661248	Google	11	1	3311329	331132	10265	270
500k_1m	500k - 1m	Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	10	1	3010299	301029	72548	1234
500k_1m	500k - 1m	SOCIALDEMOKRATIET		AR271193993235136512	Google	10	1	3010299	301029	90308	1505
500k_1m	500k - 1m	ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	3	1	2999997	1500000	3150	630
500k_1m	500k - 1m	MSZP	MSZP	115388925185513	Facebook	3	1	2999997	1500000	6190	2785
500k_1m	500k - 1m	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	3	1	2999997	1500000	1997	700
500k_1m	500k - 1m	Avaaz	Avaaz	8340223883	Facebook	3	1	2999997	1500000	15782	3157
500k_1m	500k - 1m	Politice.net	politice.net	2546711162025064	Facebook	3	1	2999997	1500000	3150	630
500k_1m	500k - 1m	EU-kommissionen i Sverige		155824787799	Facebook	3	1	2999997	1500000	13890	2778
500k_1m	500k - 1m	Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	3	1	2999997	1500000	104997	21000
500k_1m	500k - 1m	Vattenfall Sverige		608975645850217	Facebook	3	1	2999997	1500000	27781	13891
500k_1m	500k - 1m	CGTN		565225540184937	Facebook	3	1	2999997	1500000	1332	267
500k_1m	500k - 1m	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	9	1	2709269	270926	948	90
500k_1m	500k - 1m	Suomen Keskusta r.p.		AR441112520191639552	Google	9	1	2709269	270926	72397	1219
500k_1m	500k - 1m	GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	8	1	2408239	240823	255	15
500k_1m	500k - 1m	Freiheitliche Partei Österreich		AR333020356698701824	Google	7	1	2107209	210720	54335	918
500k_1m	500k - 1m	ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	7	1	2107209	210720	511	45
500k_1m	500k - 1m	SPD		AR456734381399080960	Google	7	1	2107209	210720	63366	9798
500k_1m	500k - 1m	Alternativet		AR198061076825243648	Google	7	1	2107209	210720	1053	105
500k_1m	500k - 1m	Facebook Brussels	Facebook	287739491272583	Facebook	2	1	1999998	1000000	14998	6000
500k_1m	500k - 1m	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	2	1	1999998	1000000	5498	1100
500k_1m	500k - 1m	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	2	1	1999998	1000000	23141	11571
500k_1m	500k - 1m	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	2	1	1999998	1000000	5998	1500
500k_1m	500k - 1m	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	2	1	1999998	1000000	619	309
500k_1m	500k - 1m	Sign for my Future		1345513882259768	Facebook	2	1	1999998	1000000	9998	2000
500k_1m	500k - 1m	Facebook Nordic	Facebook	334318366655425	Facebook	2	1	1999998	1000000	9260	1852
500k_1m	500k - 1m	Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	2	1	1999998	1000000	998	200
500k_1m	500k - 1m	Apodemia		115927088504184	Facebook	2	1	1999998	1000000	998	200
500k_1m	500k - 1m	PSOE	PSOE	189318235003	Facebook	2	1	1999998	1000000	1498	600
500k_1m	500k - 1m	Litere.net	litere.net	1504323906337545	Facebook	2	1	1999998	1000000	1260	315
500k_1m	500k - 1m	Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	2	1	1999998	1000000	11569	2314
500k_1m	500k - 1m	Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	2	1	1999998	1000000	1998	1000
500k_1m	500k - 1m	Ingredientes que Suman		586540488142205	Facebook	2	1	1999998	1000000	5498	1100
500k_1m	500k - 1m	MasterClass		687589164666184	Facebook	2	1	1999998	1000000	8899	1780
500k_1m	500k - 1m	Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	2	1	1999998	1000000	11569	2314
500k_1m	500k - 1m	Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	2	1	1999998	1000000	9998	2000
500k_1m	500k - 1m	Irene Montero	Unidas Podemos	699285113542248	Facebook	2	1	1999998	1000000	14998	6000
500k_1m	500k - 1m	TRT World		1559901027613381	Facebook	2	1	1999998	1000000	222	89
500k_1m	500k - 1m	Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	2	1	1999998	1000000	9998	2000
500k_1m	500k - 1m	Greens/EFA in the European Parliament		150527751674751	Facebook	2	1	1999998	1000000	888	178
500k_1m	500k - 1m	National Geographic		107307059419	Facebook	2	1	1999998	1000000	598	100
500k_1m	500k - 1m	China Xinhua News		338109312883186	Facebook	2	1	1999998	1000000	532	89
500k_1m	500k - 1m	VICE Italia		1392630034386716	Facebook	2	1	1999998	1000000	998	200
500k_1m	500k - 1m	NPO Zapp		205247699486388	Facebook	2	1	1999998	1000000	1498	600
500k_1m	500k - 1m	Adesso Basta		1062452300584762	Facebook	2	1	1999998	1000000	9998	2000
500k_1m	500k - 1m	Liberal Alliance		AR183859784640888832	Google	6	1	1806179	180617	54185	903
500k_1m	500k - 1m	CDA Doetinchem		AR453512812329697280	Google	6	1	1806179	180617	361	30
500k_1m	500k - 1m	Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	6	1	1806179	180617	54185	903
500k_1m	500k - 1m	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	5	1	1505149	150514	481	45
500k_1m	500k - 1m	UAB "BPN LT"		AR135010682042056704	Google	4	1	1204119	120411	331	30
500k_1m	500k - 1m	Venstres Landsorganisation		AR283015942256984064	Google	4	1	1204119	120411	36123	602
500k_1m	500k - 1m	Cink, s.r.o.		AR361287976015101952	Google	4	1	1204119	120411	331	30
500k_1m	500k - 1m	SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	4	1	1204119	120411	602	60
500k_1m	500k - 1m	Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	4	1	1204119	120411	27243	466
500k_1m	500k - 1m	Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	4	1	1204119	120411	27243	466
500k_1m	500k - 1m	Andrej Babiš	ANO	214827221987263	Facebook	1	1	999999	500000	1943	388
500k_1m	500k - 1m	Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	1	1	999999	500000	1050	210
500k_1m	500k - 1m	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	1	1	999999	500000	999	500
500k_1m	500k - 1m	CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	1	1	999999	500000	4999	1000
500k_1m	500k - 1m	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	1	1	999999	500000	49999	10000
500k_1m	500k - 1m	Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	1	1	999999	500000	999	500
500k_1m	500k - 1m	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	1	1	999999	500000	6694	1338
500k_1m	500k - 1m	Ivan ŠTEFANEC		324560137683033	Facebook	1	1	999999	500000	4999	1000
500k_1m	500k - 1m	Sme rodina		600235073447674	Facebook	1	1	999999	500000	999	500
500k_1m	500k - 1m	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	1	1	999999	500000	4999	1000
500k_1m	500k - 1m	Winkler Gyula		1560147330888040	Facebook	1	1	999999	500000	1050	210
500k_1m	500k - 1m	Harald Vilimsky		547597092025909	Facebook	1	1	999999	500000	4999	1000
500k_1m	500k - 1m	kontrast.at	kontrast.at	1079650008770485	Facebook	1	1	999999	500000	999	500
500k_1m	500k - 1m	Compromís	Compromís	194053080624605	Facebook	1	1	999999	500000	4999	1000
