advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Gouvernement	Gouvernement	392341217527576	Facebook	m25_34	male (25-34)	FR	France	10	1	802949	335841	1125	288
European Parliament	European Parliament	178362315106	Facebook	m25_34	male (25-34)	FR	France	1	1	36912	18456	184	36
VoteEuropa - France	Jules Nicolas André Bejot 	2031732090462417	Facebook	m25_34	male (25-34)	FR	France	2	1	3603	1295	52	0
European Commission	European Commission	107898832590939	Facebook	m25_34	male (25-34)	FR	France	2	1	2358	1179	5	1
Cogito	Cogito	2059332547662115	Facebook	m25_34	male (25-34)	FR	France	1	1	1745	872	1	0
Eurolapins	Pulse of Europe France	755726434768654	Facebook	m25_34	male (25-34)	FR	France	2	1	912	357	35	5
Soutien À Mennel Ibtissem		191427421448414	Facebook	m25_34	male (25-34)	FR	France	1	1	432	86	8	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	m25_34	male (25-34)	FR	France	1	1	285	142	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	m25_34	male (25-34)	FR	France	2	1	111	23	0	0
Solutions Énergétiques de France		146021859351766	Facebook	m25_34	male (25-34)	FR	France	1	1	65	0	6	0
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	m25_34	male (25-34)	FR	France	3	1	60	13	0	0
Markel Olano	EAJ-PNV	898191063533170	Facebook	m25_34	male (25-34)	FR	France	3	1	24	5	0	0
Gilets jaunes Dreux 28	Andrei Vladimirovitch Goultsev	973394992846401	Facebook	m25_34	male (25-34)	FR	France	1	1	23	0	2	0
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	m25_34	male (25-34)	FR	France	1	1	5	0	0	0
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	m25_34	male (25-34)	FR	France	1	1	4	0	0	0
Denis Itxaso	PSE -EE	107905879550963	Facebook	m25_34	male (25-34)	FR	France	2	1	3	0	0	0
Hendrik Bogaert	Bogaert Hendrik Frank	277636928983663	Facebook	m25_34	male (25-34)	FR	France	2	1	2	0	0	0
Charis Kamoen	Kamoen Charis Oswald M	207387513240677	Facebook	m25_34	male (25-34)	FR	France	1	1	2	0	0	0
Barbara Meyer-Gluche	B90/Grüne Saarbrücken	183342321839259	Facebook	m25_34	male (25-34)	FR	France	1	1	1	0	0	0
Matteo Gagliasso	Matteo Gagliasso	1546887325441954	Facebook	m25_34	male (25-34)	FR	France	1	1	1	0	0	0
Open Vld	Open Vld	53668151866	Facebook	m25_34	male (25-34)	FR	France	1	1	0	0	0	0
Wouter Vermeersch	Vlaams Belang	1819099895078637	Facebook	m25_34	male (25-34)	FR	France	1	1	0	0	0	0
