spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	CZ	Czechia	6910	936	42605352	11125257	142799	27770
50_100	50 - 100	CZ	Czechia	3003	728	16216737	4619433	62648	12485
100_1k	100 - 1k	CZ	Czechia	1765	377	33061086	14557786	135606	41183
1k_5k	1k - 5k	CZ	Czechia	159	56	11313950	5356659	70859	19656
5k_10k	5k - 10k	CZ	Czechia	12	8	294185	146868	2535	1189
10k_50k	10k - 50k	CZ	Czechia	1	1	8075	4037	359	71
