country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SK	Slovakia	13_17	13-17	472	165	748584	283234	3147	173
SK	Slovakia	18_24	18-24	4680	741	24183400	8726511	125868	14990
SK	Slovakia	25_34	25-34	6053	807	29864430	10472498	175528	20139
SK	Slovakia	35_44	35-44	6152	794	20523969	6984872	140516	14068
SK	Slovakia	45_54	45-54	5843	745	12237929	4003975	97051	8035
SK	Slovakia	55_64	55-64	4845	696	9146021	2747455	83488	4740
SK	Slovakia	65_	65+	4161	614	5239636	1543268	47979	2554
