audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	PL	Poland	335	103	1820267	675207	6401	1525
m18_24	male (18-24)	PL	Poland	323	104	1596656	528656	4566	995
m25_34	male (25-34)	PL	Poland	365	114	1357770	444898	4239	897
f25_34	female (25-34)	PL	Poland	374	113	1284286	457281	4924	1024
f35_44	female (35-44)	PL	Poland	381	115	945071	319264	3351	610
m35_44	male (35-44)	PL	Poland	363	115	915595	291011	2947	572
f55_64	female (55-64)	PL	Poland	351	107	672492	203732	2664	451
f45_54	female (45-54)	PL	Poland	361	112	577806	181750	2147	378
m45_54	male (45-54)	PL	Poland	348	111	538473	165728	1894	358
f65_	female (65+)	PL	Poland	311	94	397138	120064	1751	283
m55_64	male (55-64)	PL	Poland	336	105	378508	113570	1437	261
m65_	male (65+)	PL	Poland	299	92	236120	70630	957	162
u35_44	unknown (35-44)	PL	Poland	246	96	6647	2022	27	5
u25_34	unknown (25-34)	PL	Poland	214	83	4921	1543	19	4
u18_24	unknown (18-24)	PL	Poland	175	67	3913	1225	14	3
u45_54	unknown (45-54)	PL	Poland	181	79	2107	641	8	1
u65_	unknown (65+)	PL	Poland	151	63	1393	400	6	0
u55_64	unknown (55-64)	PL	Poland	154	67	1111	331	4	0
m13_17	male (13-17)	PL	Poland	6	4	720	176	8	0
f13_17	female (13-17)	PL	Poland	6	4	425	165	2	0
u13_17	unknown (13-17)	PL	Poland	4	2	2	1	0	0
