advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	d095	2019-04-05	84	1	9679421	965441	43414	809
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d095	2019-04-05	162	1	2232784	222012	470	0
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d095	2019-04-05	52	1	1074226	106298	310	18
Arnora Oy		AR181544213152792576	Google	d095	2019-04-05	1	1	909090	90909	45	4
SOCIALDEMOKRATIET		AR271193993235136512	Google	d095	2019-04-05	12	1	864468	86446	27653	466
Suomen Keskusta r.p.		AR441112520191639552	Google	d095	2019-04-05	26	1	789949	78300	12496	229
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	d095	2019-04-05	19	1	567563	56050	16663	327
TOP 09		AR268709096956362752	Google	d095	2019-04-05	148	1	531261	18666	1816	0
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	d095	2019-04-05	46	1	360641	33202	13649	276
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d095	2019-04-05	2	1	314950	31495	1507	25
Rumilus Design Oy		AR391102333313875968	Google	d095	2019-04-05	31	1	238134	22532	101	0
Jukka Kopra		AR232680299937398784	Google	d095	2019-04-05	13	1	222598	21887	8070	155
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	d095	2019-04-05	13	1	208162	20494	11532	205
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d095	2019-04-05	52	1	197359	19024	196	14
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	d095	2019-04-05	11	1	137084	13494	2732	73
Fondation Populaire		AR320938922932699136	Google	d095	2019-04-05	8	1	109259	10888	2433	54
Fianna Fáil		AR101183107301900288	Google	d095	2019-04-05	14	1	76712	7606	59	5
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d095	2019-04-05	74	1	73263	0	398	3
Savo-Karjalan vihreät ry		AR343251587273064448	Google	d095	2019-04-05	24	1	72352	6470	70	0
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d095	2019-04-05	2	1	68478	6847	1316	21
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	d095	2019-04-05	1	1	50000	5000	25	0
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	d095	2019-04-05	39	1	34913	1250	464	38
Vapaus ry		AR124593908880506880	Google	d095	2019-04-05	19	1	33291	2000	76	0
Hämeen Uusi Suunta ry		AR330633591832707072	Google	d095	2019-04-05	3	1	24000	2000	120	10
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	d095	2019-04-05	16	1	19596	1670	50	3
Yhteinen hyvä ry		AR296997332115783680	Google	d095	2019-04-05	25	1	16466	400	144	8
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	d095	2019-04-05	14	1	13318	800	179	16
Alternative für Deutschland		AR380456861733748736	Google	d095	2019-04-05	2	1	11250	1000	11	0
HLAS		AR312619193323225088	Google	d095	2019-04-05	33	1	9404	0	162	12
Gestion et Action Libérale		AR201311233196949504	Google	d095	2019-04-05	31	1	7547	188	636	14
Saku Petteri Räty		AR196651502918434816	Google	d095	2019-04-05	14	1	5888	0	101	8
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d095	2019-04-05	18	1	5094	188	633	15
Tėvynės Sąjunga – Lietuvos krikščionys demokratai		AR186518403756851200	Google	d095	2019-04-05	2	1	4500	0	112	10
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	d095	2019-04-05	4	1	3864	0	51	3
Janika Takatalo		AR113027046556303360	Google	d095	2019-04-05	9	1	3649	0	18	0
Maria Spyraki		AR80818777565954048	Google	d095	2019-04-05	3	1	3172	263	4	0
Michael Aastrup Jensen		AR92226485582036992	Google	d095	2019-04-05	1	1	2941	294	14	1
SPD Berlin		AR257142234632159232	Google	d095	2019-04-05	1	1	2173	217	652	10
Uusmaalaisten puolesta ry		AR139371345157816320	Google	d095	2019-04-05	1	1	2000	0	100	10
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	d095	2019-04-05	6	1	1185	0	33	3
Freiheitliche Partei Österreich		AR333020356698701824	Google	d095	2019-04-05	4	1	948	0	4	0
SPD		AR456734381399080960	Google	d095	2019-04-05	2	1	577	0	2	0
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	d095	2019-04-05	2	1	526	0	2	0
GroenLinks		AR148211418645135360	Google	d095	2019-04-05	1	1	188	0	0	0
