country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IE	Ireland	dublin	Dublin	3826	985	8450599	2994332	58219	6173
IE	Ireland	galway	Galway	2816	696	1764019	581566	14459	1997
IE	Ireland	county_cork	County Cork	2952	756	1211603	385431	10411	709
IE	Ireland	donegal	Donegal	2359	609	1130558	359232	9484	1275
IE	Ireland	kerry	Kerry	2157	579	665621	266204	6690	1081
IE	Ireland	limerick	Limerick	2459	669	465611	145048	3851	185
IE	Ireland	kildare	Kildare	2542	656	448863	126027	3284	136
IE	Ireland	county_louth	County Louth	2463	621	361096	105651	2845	256
IE	Ireland	cavan	Cavan	2021	532	354392	147201	2949	648
IE	Ireland	kilkenny	Kilkenny	2018	530	336867	84848	1652	10
IE	Ireland	county_mayo	County Mayo	2264	562	331958	115180	4517	757
IE	Ireland	sligo	Sligo	2012	515	329291	80948	5440	372
IE	Ireland	wexford	Wexford	2244	609	323189	114831	2636	316
IE	Ireland	county_clare	County Clare	2127	562	282636	69442	1815	120
IE	Ireland	wicklow	Wicklow	2275	606	281215	71760	1736	122
IE	Ireland	waterford	Waterford	2267	607	257241	68522	1733	50
IE	Ireland	county_meath	County Meath	2416	620	237642	69553	1765	116
IE	Ireland	county_tipperary	County Tipperary	2243	611	208116	66514	1316	50
IE	Ireland	county_westmeath	County Westmeath	2191	564	181920	44766	1561	257
IE	Ireland	county_monaghan	County Monaghan	1858	496	138121	52461	2223	389
IE	Ireland	county_laois	County Laois	1864	531	126152	30773	1482	7
IE	Ireland	carlow	Carlow	1889	530	98677	25487	692	8
IE	Ireland	county_offaly	County Offaly	1779	505	62893	19501	725	8
IE	Ireland	county_longford	County Longford	1638	462	23881	6205	358	14
IE	Ireland	roscommon	Roscommon	1690	473	22360	6455	238	17
IE	Ireland	county_leitrim	County Leitrim	1622	441	15266	4189	170	7
