advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	EE	Estonia	36	1	2228959	829998	7263	1199
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	EE	Estonia	30	1	2176970	915000	6570	900
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	EE	Estonia	8	1	1900918	869969	4091	1099
Isamaa erakond	Isamaa erakond	321163977576	Facebook	EE	Estonia	10	1	1750989	729999	5190	1599
European Parliament		178362315106	Facebook	EE	Estonia	24	1	1686506	715620	16246	4013
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	EE	Estonia	94	1	1657466	430928	10093	200
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	EE	Estonia	33	1	1091961	424998	5266	499
Urmas Paet	Paet Urmas	223092011815453	Facebook	EE	Estonia	43	1	1090957	244000	5057	199
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	EE	Estonia	48	1	1003675	324948	10045	1599
Veriff		959442754113350	Facebook	EE	Estonia	3	1	799997	350000	1332	267
European Greens		141366725876424	Facebook	EE	Estonia	33	1	536170	221477	2273	380
Jaak Madison	Madison Jaak	536519246456733	Facebook	EE	Estonia	14	1	455986	162999	2585	299
Keskerakond	Keskerakond	161252453921396	Facebook	EE	Estonia	12	1	434988	123000	1188	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	EE	Estonia	43	1	389506	80918	6244	500
Kialo		729627343834501	Facebook	EE	Estonia	355	1	387430	148537	2562	620
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	EE	Estonia	7	1	351993	130000	1493	200
Triin Saag	Saag Triin	2012394932389774	Facebook	EE	Estonia	35	1	271964	84999	3465	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	EE	Estonia	26	1	160782	43444	910	4
Yoko Alender		709212302463805	Facebook	EE	Estonia	34	1	155966	47000	3366	0
Reformierakond	Reformierakond	80124492882	Facebook	EE	Estonia	3	1	149997	30000	297	0
