age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	BG	Bulgaria	European Parliament		178362315106	Facebook	34	1	269157	120284	436	37
13_17	13-17	BG	Bulgaria	Крум Дончев/Krum Donchev		155516354469476	Facebook	7	1	73359	36534	52	0
13_17	13-17	BG	Bulgaria	European Commission		107898832590939	Facebook	3	1	54818	27409	153	38
13_17	13-17	BG	Bulgaria	Give A Vote		2186129244970085	Facebook	1	1	50921	20368	50	10
13_17	13-17	BG	Bulgaria	UNICEF Europe & Central Asia		373536278864	Facebook	1	1	25463	10185	4	0
13_17	13-17	BG	Bulgaria	BRITA Bulgaria		1471240093191880	Facebook	1	1	24211	12105	11	0
13_17	13-17	BG	Bulgaria	Greens/EFA in the European Parliament		150527751674751	Facebook	5	1	19962	8458	24	4
13_17	13-17	BG	Bulgaria	България на Труда и Разума - БТР		709384432421964	Facebook	8	1	10136	2238	22	0
13_17	13-17	BG	Bulgaria	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	2	1	5366	1098	10	0
13_17	13-17	BG	Bulgaria	Huawei Europe		1709278142683543	Facebook	1	1	4949	2474	2	0
13_17	13-17	BG	Bulgaria	LIKE APP		272972103180159	Facebook	1	1	4472	1789	3	0
13_17	13-17	BG	Bulgaria	informo.bg	informo.bg	262524054082832	Facebook	2	1	3710	742	6	0
13_17	13-17	BG	Bulgaria	European Youth		130456876990360	Facebook	1	1	3576	1788	8	1
13_17	13-17	BG	Bulgaria	сТУденти		710941585944818	Facebook	1	1	3504	1752	34	0
13_17	13-17	BG	Bulgaria	Борба за съществуване / Extinction Rebellion Bulgaria		2258761914367373	Facebook	1	1	3002	600	6	0
13_17	13-17	BG	Bulgaria	Tuunes		992176580926495	Facebook	7	1	2412	533	13	0
13_17	13-17	BG	Bulgaria	Nikola Apostolov		2236556403033849	Facebook	2	1	2186	926	51	0
13_17	13-17	BG	Bulgaria	IPPF European Network		1639235713010069	Facebook	1	1	2144	428	4	0
13_17	13-17	BG	Bulgaria	Национален младежки форум		230265673665280	Facebook	1	1	1833	366	36	0
13_17	13-17	BG	Bulgaria	Perseus Apparel		1112003955624720	Facebook	10	1	1765	375	3	0
13_17	13-17	BG	Bulgaria	Animal Matters	Animal Matters	1439364926329185	Facebook	6	1	1722	555	2	0
13_17	13-17	BG	Bulgaria	Pirate Parties International		152709151422154	Facebook	1	1	1548	774	6	1
13_17	13-17	BG	Bulgaria	Stagg Music (official)		166644226724554	Facebook	1	1	1511	755	3	0
13_17	13-17	BG	Bulgaria	Get The Trolls Out		858018134275978	Facebook	1	1	1176	588	5	1
13_17	13-17	BG	Bulgaria	Council of the European Union		147547541961576	Facebook	3	1	1120	552	3	0
