country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HU	Hungary	w020	Week 20	2019-05-13	2019-05-15	801	171	23227399	9438652	44642	15654
HU	Hungary	w019	Week 19	2019-05-06	2019-05-12	1363	473	54052721	22596086	117994	46834
HU	Hungary	w018	Week 18	2019-04-29	2019-05-05	1232	475	33431106	14121373	77966	32009
HU	Hungary	w017	Week 17	2019-04-22	2019-04-28	1066	344	21346290	8354842	43381	14183
HU	Hungary	w016	Week 16	2019-04-15	2019-04-21	852	289	16414734	6778615	34552	11541
HU	Hungary	w015	Week 15	2019-04-08	2019-04-14	1011	410	15156474	6517359	28744	8622
HU	Hungary	w014	Week 14	2019-04-01	2019-04-07	803	349	8509160	3425269	25188	5738
HU	Hungary	w013	Week 13	2019-03-25	2019-03-31	508	245	2914648	1160080	9621	3187
HU	Hungary	w012	Week 12	2019-03-18	2019-03-24	477	202	4875568	1958418	18452	4553
HU	Hungary	w011	Week 11	2019-03-11	2019-03-17	293	122	4035524	1547634	10316	2621
HU	Hungary	w010	Week 10	2019-03-04	2019-03-10	294	122	1792674	644464	6327	1064
HU	Hungary	w009	Week 9	2019-02-25	2019-03-03	169	82	2136172	788147	5057	686
HU	Hungary	w008	Week 8	2019-02-18	2019-02-24	105	58	473503	177514	1262	281
HU	Hungary	w007	Week 7	2019-02-11	2019-02-17	74	49	520344	180250	1165	204
HU	Hungary	w006	Week 6	2019-02-04	2019-02-10	63	38	1084640	446714	2208	805
HU	Hungary	w005	Week 5	2019-01-28	2019-02-03	89	32	461244	169938	1627	143
HU	Hungary	w004	Week 4	2019-01-21	2019-01-27	58	27	52334	17138	273	23
HU	Hungary	w003	Week 3	2019-01-14	2019-01-20	72	32	192065	55706	568	66
HU	Hungary	w002	Week 2	2019-01-07	2019-01-13	50	26	1135292	554811	1474	530
HU	Hungary	w001	Week 1	2019-01-01	2019-01-06	32	15	30990	13044	293	16
