age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	LV	Latvia	296	114	184308	60406	516	13
18_24	18-24	LV	Latvia	2158	569	4628597	1758215	17093	2306
25_34	25-34	LV	Latvia	2489	634	6921900	2523086	29304	3516
35_44	35-44	LV	Latvia	2505	619	5342237	1863916	24805	2520
45_54	45-54	LV	Latvia	2352	592	3808786	1308055	17810	1664
55_64	55-64	LV	Latvia	1821	546	2733718	895995	12434	989
65_	65+	LV	Latvia	1585	485	1276113	407272	5821	490
