advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	f	Facebook	DE	Germany	4999	1	13337000	2324999	494901	0
FDP	FDP	21289227249	Facebook	f	Facebook	DE	Germany	860	1	2859139	460999	86339	300
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	f	Facebook	DE	Germany	855	1	2327144	397999	85444	200
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	f	Facebook	DE	Germany	3	1	1009997	405000	10097	2000
European Parliament	European Parliament	178362315106	Facebook	f	Facebook	DE	Germany	1	1	999996	499998	4998	999
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	f	Facebook	DE	Germany	24	1	613976	239000	4376	500
Party of the European Left	Franziska Laskowski	160598290012	Facebook	f	Facebook	DE	Germany	1	1	499998	199999	498	99
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	f	Facebook	DE	Germany	2	1	399997	199999	1497	600
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	f	Facebook	DE	Germany	10	1	276990	60999	1390	100
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	f	Facebook	DE	Germany	148	1	238851	26000	14651	0
Bayernpartei	Bayernpartei	78309442751	Facebook	f	Facebook	DE	Germany	7	1	215992	45999	2292	399
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	f	Facebook	DE	Germany	3	1	199997	70000	1497	300
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	f	Facebook	DE	Germany	6	1	160993	31999	1793	299
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	f	Facebook	DE	Germany	7	1	130992	31999	1092	100
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	f	Facebook	DE	Germany	4	1	110629	24922	395	0
Peter Gillo	Peter Gillo	578310722649724	Facebook	f	Facebook	DE	Germany	3	1	109997	25000	1097	200
ÖDP Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) NRW	138480036196810	Facebook	f	Facebook	DE	Germany	3	1	100997	20000	297	0
ver.di	la red	252085013582	Facebook	f	Facebook	DE	Germany	1	1	99999	50000	999	500
FDP Hessen	FDP Hessen	188188564583	Facebook	f	Facebook	DE	Germany	2	1	99998	20000	198	0
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	f	Facebook	DE	Germany	2	1	99997	19999	997	199
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	f	Facebook	DE	Germany	2	1	99997	19999	197	0
Greenpeace Deutschland	Greenpeace Deutschland	22541752487	Facebook	f	Facebook	DE	Germany	16	1	72984	17000	1584	0
DIE LINKE	DIE LINKE	47694585682	Facebook	f	Facebook	DE	Germany	4	1	69995	16999	795	99
Arbeitgeberverband Gesamtmetall	Arbeitgeberverband Gesamtmetall	169367889785454	Facebook	f	Facebook	DE	Germany	8	1	69992	15999	792	0
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	f	Facebook	DE	Germany	4	1	60996	12000	396	0
