country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PL	Poland	w020	Week 20	2019-05-13	2019-05-15	1307	264	20221087	7163140	60709	12319
PL	Poland	w019	Week 19	2019-05-06	2019-05-12	2086	305	33623427	11852675	89814	17869
PL	Poland	w018	Week 18	2019-04-29	2019-05-05	1611	311	25550547	10022731	59768	12440
PL	Poland	w017	Week 17	2019-04-22	2019-04-28	1306	304	9245547	3343617	32682	6061
PL	Poland	w016	Week 16	2019-04-15	2019-04-21	1247	385	7577731	2677278	24550	4267
PL	Poland	w015	Week 15	2019-04-08	2019-04-14	1486	566	15069357	5601988	35956	6337
PL	Poland	w014	Week 14	2019-04-01	2019-04-07	1166	484	10302880	3787767	25938	4448
PL	Poland	w013	Week 13	2019-03-25	2019-03-31	918	410	10783087	4089090	29075	5742
PL	Poland	w012	Week 12	2019-03-18	2019-03-24	869	396	8923715	3175159	21879	3413
PL	Poland	w011	Week 11	2019-03-11	2019-03-17	682	322	6526556	2152574	17460	2662
PL	Poland	w010	Week 10	2019-03-04	2019-03-10	534	253	5997368	2284708	13891	2152
PL	Poland	w009	Week 9	2019-02-25	2019-03-03	245	140	1070419	334575	3726	501
PL	Poland	w008	Week 8	2019-02-18	2019-02-24	168	76	1041683	338642	2778	497
PL	Poland	w007	Week 7	2019-02-11	2019-02-17	143	66	1309132	479011	3250	764
PL	Poland	w006	Week 6	2019-02-04	2019-02-10	111	61	1596045	664520	4624	1290
PL	Poland	w005	Week 5	2019-01-28	2019-02-03	108	47	273558	86175	724	108
PL	Poland	w004	Week 4	2019-01-21	2019-01-27	88	43	833457	356064	1377	226
PL	Poland	w003	Week 3	2019-01-14	2019-01-20	88	38	933683	436479	2485	515
PL	Poland	w002	Week 2	2019-01-07	2019-01-13	67	35	183112	61699	515	105
PL	Poland	w001	Week 1	2019-01-01	2019-01-06	55	26	242645	68465	603	137
