country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SK	Slovakia	f	female	6010	802	47434206	16219427	317060	29292
SK	Slovakia	m	male	5559	788	54135666	18417715	354053	35133
SK	Slovakia	u	unknown	4604	742	374100	124674	2465	276
