recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	CY	Cyprus	164	43	719774	228428	3843	292
rd2	Last 2 days	2019-05-14	2019-05-15	CY	Cyprus	200	45	1573354	491326	8285	589
rd3	Last 3 days	2019-05-13	2019-05-15	CY	Cyprus	218	49	2302692	721329	11021	886
rd4	Last 4 days	2019-05-12	2019-05-15	CY	Cyprus	247	53	3193804	991631	13953	1180
rd5	Last 5 days	2019-05-11	2019-05-15	CY	Cyprus	272	56	3984145	1237031	16676	1474
rd6	Last 6 days	2019-05-10	2019-05-15	CY	Cyprus	304	58	5238136	1673272	22570	2323
rw1	Last week	2019-05-09	2019-05-15	CY	Cyprus	345	62	6456467	2083173	28566	2970
rw2	Last 2 weeks	2019-05-02	2019-05-15	CY	Cyprus	488	79	12231781	3893557	52694	5085
rw3	Last 3 weeks	2019-04-25	2019-05-15	CY	Cyprus	588	107	13515254	4261210	57838	5354
rw4	Last 4 weeks	2019-04-18	2019-05-15	CY	Cyprus	673	133	14645889	4591837	62353	5426
rm1	Last month	2019-04-16	2019-05-15	CY	Cyprus	692	141	14849564	4652651	63114	5435
rm2	Last 2 months	2019-03-17	2019-05-15	CY	Cyprus	1428	351	22269750	7306991	96282	9009
rm3	Last 3 months	2019-02-15	2019-05-15	CY	Cyprus	1619	401	25013267	8204635	105916	9648
rm6	Last 6 months	2019-01-01	2019-05-15	CY	Cyprus	1703	423	25103000	8244023	106310	9729
