advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	d073	2019-03-14	PT	Portugal	2	1	466128	185527	902	410
Master D Portugal		195045053891648	Facebook	d073	2019-03-14	PT	Portugal	1	1	99998	49999	498	99
Fundação Calouste Gulbenkian		49386033906	Facebook	d073	2019-03-14	PT	Portugal	1	1	67261	33630	33	6
Carlos Coelho		306796832807017	Facebook	d073	2019-03-14	PT	Portugal	2	1	62543	31271	312	62
DRH Lindersvold		512374155442078	Facebook	d073	2019-03-14	PT	Portugal	1	1	45928	22964	153	30
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	d073	2019-03-14	PT	Portugal	9	1	31292	6256	63	0
Forum para a Competitividade		379577608813318	Facebook	d073	2019-03-14	PT	Portugal	1	1	23390	4678	46	0
MEO		69209479569	Facebook	d073	2019-03-14	PT	Portugal	1	1	22733	9093	22	4
E-Gender WebES		308175426456924	Facebook	d073	2019-03-14	PT	Portugal	3	1	18915	3783	219	31
HuBB - Humans Before Borders		711725569161050	Facebook	d073	2019-03-14	PT	Portugal	1	1	9899	1979	19	0
Página Miguel Viegas		194651341130667	Facebook	d073	2019-03-14	PT	Portugal	3	1	9557	3275	32	4
European Greens		141366725876424	Facebook	d073	2019-03-14	PT	Portugal	1	1	9104	4552	45	9
Grupo Amnistia Internacional Coimbra		160575267312360	Facebook	d073	2019-03-14	PT	Portugal	1	1	8333	1666	16	0
Greens/EFA in the European Parliament		150527751674751	Facebook	d073	2019-03-14	PT	Portugal	2	1	8150	1630	14	0
Cushman & Wakefield Portugal		249651028878873	Facebook	d073	2019-03-14	PT	Portugal	2	1	7856	1571	28	0
O Video do Papa		906647586037816	Facebook	d073	2019-03-14	PT	Portugal	2	1	7405	3459	2	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d073	2019-03-14	PT	Portugal	4	1	7085	2790	67	14
Relógio D'Água		165860283490838	Facebook	d073	2019-03-14	PT	Portugal	1	1	5929	1185	11	0
Lagoa da Ervedeira		243843209047397	Facebook	d073	2019-03-14	PT	Portugal	1	1	5555	1111	11	0
Uma Africana		370453183034223	Facebook	d073	2019-03-14	PT	Portugal	2	1	5316	1063	10	0
Pedro Choy		254592092068572	Facebook	d073	2019-03-14	PT	Portugal	1	1	4545	909	45	9
Estoril Conferences		113088885432588	Facebook	d073	2019-03-14	PT	Portugal	1	1	4509	901	8	0
It is my choice		1202644299745559	Facebook	d073	2019-03-14	PT	Portugal	3	1	3879	775	7	0
PSD Albufeira		194970191419494	Facebook	d073	2019-03-14	PT	Portugal	1	1	3333	666	6	0
Nós, Cidadãos - Vila Real		502497713588256	Facebook	d073	2019-03-14	PT	Portugal	7	1	2519	0	249	0
Resgatar a Democracia		967893453300690	Facebook	d073	2019-03-14	PT	Portugal	1	1	2499	500	49	0
Votedhr - Eleições, Democracia e Direitos Humanos		230530994542764	Facebook	d073	2019-03-14	PT	Portugal	1	1	2236	447	4	0
On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	d073	2019-03-14	PT	Portugal	2	1	2046	399	7	0
350.org		12185972707	Facebook	d073	2019-03-14	PT	Portugal	1	1	1725	345	3	0
António Leitão Amaro		455155351234809	Facebook	d073	2019-03-14	PT	Portugal	1	1	1534	306	30	0
Vodafone Portugal		122118287806643	Facebook	d073	2019-03-14	PT	Portugal	1	1	1478	295	29	0
Optimize Investment Partners		753914581379554	Facebook	d073	2019-03-14	PT	Portugal	2	1	1250	250	24	0
Trevo - Floresta, Agricultura e Ambiente, Lda		862624367199549	Facebook	d073	2019-03-14	PT	Portugal	1	1	1249	250	24	0
CHEGAOeiras		376495686435499	Facebook	d073	2019-03-14	PT	Portugal	1	1	999	200	19	0
Pérolas da "justiça" portuguesa		1465672993664292	Facebook	d073	2019-03-14	PT	Portugal	1	1	909	454	9	0
Mimo - Kids Concept Store		220595425062417	Facebook	d073	2019-03-14	PT	Portugal	1	1	695	139	13	0
Mylivn		744076292339057	Facebook	d073	2019-03-14	PT	Portugal	1	1	609	122	12	0
