region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
greater_poland_voivodeship	Greater Poland Voivodeship	PL	Poland	1096	136	4551781	1359608	16667	3209
kuyavian_pomeranian_voivodeship	Kuyavian-Pomeranian Voivodeship	PL	Poland	958	122	5452242	1800709	18853	4010
lesser_poland_voivodeship	Lesser Poland Voivodeship	PL	Poland	979	121	5028046	1799267	19997	4204
lower_silesian_voivodeship	Lower Silesian Voivodeship	PL	Poland	1046	116	4005840	1118394	14777	3213
lublin_voivodeship	Lublin Voivodeship	PL	Poland	854	100	2712272	691598	7189	1332
lubusz_voivodeship	Lubusz Voivodeship	PL	Poland	867	110	1172438	345982	3751	820
masovian_voivodeship	Masovian Voivodeship	PL	Poland	1463	149	16028458	5266116	71407	17902
opole_voivodeship	Opole Voivodeship	PL	Poland	986	116	1021715	238763	3470	536
podkarpackie_voivodeship	Podkarpackie Voivodeship	PL	Poland	859	93	5182231	1799997	18769	4772
podlaskie_voivodeship	Podlaskie Voivodeship	PL	Poland	866	98	1430146	361484	5500	894
pomeranian_voivodeship	Pomeranian Voivodeship	PL	Poland	853	107	3521909	1078113	11967	2871
silesian_voivodeship	Silesian Voivodeship	PL	Poland	1131	144	9904556	3373996	36991	8578
warmian_masurian_voivodeship	Warmian-Masurian Voivodeship	PL	Poland	883	101	1287166	389957	3956	751
west_pomeranian_voivodeship	West Pomeranian Voivodeship	PL	Poland	917	109	2439281	732843	8376	1627
lodz_voivodeship	Łódź Voivodeship	PL	Poland	1033	123	3620887	1058087	12095	2236
swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	933	107	947493	273705	3051	561
