recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-19	2019-05-19	PL	Poland	343	109	4092926	1365717	15550	3048
rd2	Last 2 days	2019-05-18	2019-05-19	PL	Poland	387	115	8759239	2927625	32404	6584
rd3	Last 3 days	2019-05-17	2019-05-19	PL	Poland	399	116	10736438	3577305	37353	7541
rd4	Last 4 days	2019-05-16	2019-05-19	PL	Poland	399	116	10736438	3577305	37353	7541
rd5	Last 5 days	2019-05-15	2019-05-19	PL	Poland	399	116	10736438	3577305	37353	7541
rd6	Last 6 days	2019-05-14	2019-05-19	PL	Poland	399	116	10736438	3577305	37353	7541
rw1	Last week	2019-05-13	2019-05-19	PL	Poland	399	116	10736438	3577305	37353	7541
rw2	Last 2 weeks	2019-05-06	2019-05-19	PL	Poland	399	116	10736438	3577305	37353	7541
rw3	Last 3 weeks	2019-04-29	2019-05-19	PL	Poland	399	116	10736438	3577305	37353	7541
rw4	Last 4 weeks	2019-04-22	2019-05-19	PL	Poland	400	117	10737270	3577471	37357	7541
rm1	Last month	2019-04-20	2019-05-19	PL	Poland	400	117	10738936	3577804	37365	7541
rm2	Last 2 months	2019-03-21	2019-05-19	PL	Poland	400	117	10741434	3578304	37376	7541
rm3	Last 3 months	2019-02-19	2019-05-19	PL	Poland	400	117	10741434	3578304	37376	7541
rm6	Last 6 months	2019-01-01	2019-05-19	PL	Poland	400	117	10741434	3578304	37376	7541
