recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	IT	Italy	2289	551	14166819	5090128	79866	7091
rd2	Last 2 days	2019-05-11	2019-05-12	IT	Italy	2573	599	28846336	10307619	158449	14293
rd3	Last 3 days	2019-05-10	2019-05-12	IT	Italy	2887	656	43047296	15305225	236787	21164
rd4	Last 4 days	2019-05-09	2019-05-12	IT	Italy	3139	694	55833762	19821083	301126	27061
rd5	Last 5 days	2019-05-08	2019-05-12	IT	Italy	3511	715	69581867	24799833	365659	35937
rd6	Last 6 days	2019-05-07	2019-05-12	IT	Italy	3720	744	81061449	28961821	421119	42573
rw1	Last week	2019-05-06	2019-05-12	IT	Italy	3945	779	93496799	33554920	481749	51137
rw2	Last 2 weeks	2019-04-29	2019-05-12	IT	Italy	5400	1111	147117549	53078020	747529	83176
rw3	Last 3 weeks	2019-04-22	2019-05-12	IT	Italy	6179	1389	173927339	63114867	864814	97990
rw4	Last 4 weeks	2019-04-15	2019-05-12	IT	Italy	7244	1837	190816974	68962531	969493	106811
rm1	Last month	2019-04-13	2019-05-12	IT	Italy	7633	2032	198888613	71759409	1012008	110046
rm2	Last 2 months	2019-03-14	2019-05-12	IT	Italy	13383	4109	323126514	116077744	1669279	168162
rm3	Last 3 months	2019-02-12	2019-05-12	IT	Italy	15133	4582	375326117	135538449	1926892	195330
rm6	Last 6 months	2019-01-01	2019-05-12	IT	Italy	15918	4662	390776176	141005215	2031954	205655
