advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	35_44	35-44	EE	Estonia	29	1	277577	79889	1970	388
Urmas Paet	Paet Urmas	223092011815453	Facebook	35_44	35-44	EE	Estonia	33	1	276226	64619	2561	479
European Parliament	European Parliament	178362315106	Facebook	35_44	35-44	EE	Estonia	15	1	173795	65802	1043	187
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	35_44	35-44	EE	Estonia	12	1	114761	22952	240	0
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	35_44	35-44	EE	Estonia	16	1	111773	30238	804	124
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	35_44	35-44	EE	Estonia	51	1	109735	27540	1096	37
Isamaa erakond	Isamaa erakond	321163977576	Facebook	35_44	35-44	EE	Estonia	15	1	94661	39265	601	89
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	35_44	35-44	EE	Estonia	7	1	64777	12920	206	15
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	35_44	35-44	EE	Estonia	13	1	58987	17309	465	64
Urmas Reinsalu	Isamaa erakond	503635753156660	Facebook	35_44	35-44	EE	Estonia	3	1	41483	15788	157	24
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	35_44	35-44	EE	Estonia	8	1	41291	10141	258	19
ResPublica	Isamaa erakond	124913684200476	Facebook	35_44	35-44	EE	Estonia	2	1	38480	19240	145	29
Triin Saag	Saag Triin	2012394932389774	Facebook	35_44	35-44	EE	Estonia	21	1	33709	7567	259	0
Airis Meier Page	Reformierakond	250646808998831	Facebook	35_44	35-44	EE	Estonia	3	1	32638	6527	196	33
Reformierakond	Reformierakond	80124492882	Facebook	35_44	35-44	EE	Estonia	4	1	32136	7706	320	55
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	35_44	35-44	EE	Estonia	33	1	31519	6098	285	0
Eesti Konservatiivne Rahvaerakond	Eesti Konservatiivne Rahvaerakond	671308106236480	Facebook	35_44	35-44	EE	Estonia	3	1	26329	5266	81	0
European Commission	European Commission	107898832590939	Facebook	35_44	35-44	EE	Estonia	23	1	25724	12460	134	23
European Greens	European Greens	141366725876424	Facebook	35_44	35-44	EE	Estonia	3	1	18292	9143	91	18
Jaak Madison	Madison Jaak	536519246456733	Facebook	35_44	35-44	EE	Estonia	2	1	14359	3356	41	0
Kalle Palling	Reformierakond	100991613317228	Facebook	35_44	35-44	EE	Estonia	1	1	12549	2510	125	25
Партия Реформ	Reformierakond	243365865708649	Facebook	35_44	35-44	EE	Estonia	1	1	11992	2398	119	23
Betsafe Eesti		465223740333842	Facebook	35_44	35-44	EE	Estonia	1	1	10606	2121	21	0
Riho Terras	Isamaa erakond	2217643278496367	Facebook	35_44	35-44	EE	Estonia	1	1	9076	1815	17	0
Kõigi Eesti		432490497520356	Facebook	35_44	35-44	EE	Estonia	1	1	8240	1648	82	16
YanaToom.ee	Toom Yana	2367048563336709	Facebook	35_44	35-44	EE	Estonia	4	1	3592	663	93	0
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	35_44	35-44	EE	Estonia	1	1	2357	1178	23	0
Katrin Kuusemäe	Reformierakond	148344165738189	Facebook	35_44	35-44	EE	Estonia	1	1	1035	207	20	0
Марина Кальюранд		1819805324767935	Facebook	35_44	35-44	EE	Estonia	1	1	1009	202	19	0
Muhoov		1796563930414245	Facebook	35_44	35-44	EE	Estonia	2	1	717	125	21	0
ALDE Party – Liberals and Democrats for Europe	ALDE Party – Liberals and Democrats for Europe	262681199589	Facebook	35_44	35-44	EE	Estonia	3	1	498	232	1	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	35_44	35-44	EE	Estonia	1	1	171	85	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	35_44	35-44	EE	Estonia	5	1	49	17	0	0
Vote for a Woman / Stem op een Vrouw		1329572193784367	Facebook	35_44	35-44	EE	Estonia	3	1	35	7	0	0
Alliance of Conservatives and Reformists in Europe	ACRE 	134931073377586	Facebook	35_44	35-44	EE	Estonia	1	1	17	3	0	0
Europe Thinx		335839580440114	Facebook	35_44	35-44	EE	Estonia	1	1	15	3	0	0
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	35_44	35-44	EE	Estonia	1	1	14	2	0	0
Eurozine		115579498521257	Facebook	35_44	35-44	EE	Estonia	1	1	8	1	0	0
ETUC		129041250601685	Facebook	35_44	35-44	EE	Estonia	1	1	4	0	0	0
Big News Buzz		125179374733697	Facebook	35_44	35-44	EE	Estonia	1	1	2	1	0	0
MN Benito		1273446302821491	Facebook	35_44	35-44	EE	Estonia	1	1	1	0	0	0
Niko Eskelinen poliitikko	Eskelinen Niko Olavi	1337176579662419	Facebook	35_44	35-44	EE	Estonia	1	1	0	0	0	0
Nils Torvalds	Nils Torvalds	343089085765596	Facebook	35_44	35-44	EE	Estonia	1	1	0	0	0	0
Fatim Diarra	Fatim Diarra	1357638954294467	Facebook	35_44	35-44	EE	Estonia	2	1	0	0	0	0
ITUC		20556338116	Facebook	35_44	35-44	EE	Estonia	1	1	0	0	0	0
Justice for Daphne Caruana Galizia		245601565462724	Facebook	35_44	35-44	EE	Estonia	1	1	0	0	0	0
Tomi Kontkanen	Finlands svenska socialdemokrater	2211545855568908	Facebook	35_44	35-44	EE	Estonia	1	1	0	0	0	0
The Years Project	The Years Project	168876449866088	Facebook	35_44	35-44	EE	Estonia	1	1	0	0	0	0
