country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FR	France	f18_24	female (18-24)	8494	2688	28122707	11446429	168364	28515
FR	France	m25_34	male (25-34)	10649	2913	27847845	10902852	214732	38145
FR	France	f25_34	female (25-34)	11172	3034	26168527	10050416	209591	35674
FR	France	m18_24	male (18-24)	8175	2598	24368910	10059890	144025	24929
FR	France	f35_44	female (35-44)	11191	2980	21946681	8261216	196633	33897
FR	France	m35_44	male (35-44)	10600	2854	20740364	7975703	185727	34068
FR	France	f45_54	female (45-54)	10714	2859	18333798	6911090	176846	29882
FR	France	m45_54	male (45-54)	10117	2742	15692958	5986242	151590	27574
FR	France	f55_64	female (55-64)	9579	2634	14442970	5405050	145258	23963
FR	France	f65_	female (65+)	8357	2332	10788970	3961849	106851	16580
FR	France	m55_64	male (55-64)	9112	2551	10769418	4052767	108925	19558
FR	France	m65_	male (65+)	7972	2264	8456643	3150300	83782	14652
FR	France	f13_17	female (13-17)	1235	523	4984440	2085467	13184	1431
FR	France	m13_17	male (13-17)	1233	498	2317526	933841	11317	1207
FR	France	u35_44	unknown (35-44)	8401	2444	643617	237254	5845	940
FR	France	u25_34	unknown (25-34)	8034	2417	570535	212003	4745	710
FR	France	u45_54	unknown (45-54)	7507	2253	371238	137050	3459	565
FR	France	u65_	unknown (65+)	5673	1773	226499	81253	2328	325
FR	France	u55_64	unknown (55-64)	6072	1950	217277	79503	2194	356
FR	France	u18_24	unknown (18-24)	5266	1814	156811	58612	1167	135
FR	France	u13_17	unknown (13-17)	752	381	12752	4902	57	5
