country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LU	Luxembourg	f	female	3308	732	9997712	3397387	56607	5994
LU	Luxembourg	m	male	3086	719	9107616	3028323	53918	4433
LU	Luxembourg	u	unknown	2904	673	145225	47483	925	65
