age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	PL	Poland	108	35	745427	288880	2050	381
18_24	18-24	PL	Poland	2884	337	38390664	13921831	143060	31568
25_34	25-34	PL	Poland	3164	347	33351601	12049216	123292	27843
35_44	35-44	PL	Poland	3191	349	24136962	8457336	82535	19508
45_54	45-54	PL	Poland	2918	329	14418919	4921083	53347	12893
55_64	55-64	PL	Poland	2781	309	12407291	4060341	49874	11661
65_	65+	PL	Poland	2506	279	7679021	2489748	32960	7746
