audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	NL	Netherlands	4698	1175	11480438	4532325	91697	18068
m18_24	male (18-24)	NL	Netherlands	4527	1141	10403070	4129012	84984	16275
f25_34	female (25-34)	NL	Netherlands	5384	1316	8626210	3241250	73425	13405
m25_34	male (25-34)	NL	Netherlands	5069	1266	8495765	3212915	70634	12795
f45_54	female (45-54)	NL	Netherlands	4857	1232	7934945	3057281	72662	13606
f35_44	female (35-44)	NL	Netherlands	5261	1296	7353595	2854699	64823	12123
f55_64	female (55-64)	NL	Netherlands	4093	1142	6391324	2357387	60625	11390
m45_54	male (45-54)	NL	Netherlands	4513	1187	5810505	2222084	47663	8244
m35_44	male (35-44)	NL	Netherlands	4917	1238	5746847	2224558	46424	8292
f65_	female (65+)	NL	Netherlands	3666	1014	5357136	1982891	46371	8842
m55_64	male (55-64)	NL	Netherlands	3844	1105	4082951	1457678	35952	6085
m65_	male (65+)	NL	Netherlands	3504	990	3341846	1191759	28081	4844
f13_17	female (13-17)	NL	Netherlands	784	223	2306560	1062053	5353	1037
m13_17	male (13-17)	NL	Netherlands	815	215	1770735	806736	4350	745
u35_44	unknown (35-44)	NL	Netherlands	3816	1036	93382	34704	833	142
u25_34	unknown (25-34)	NL	Netherlands	3699	1008	74912	26942	686	111
u45_54	unknown (45-54)	NL	Netherlands	3329	940	63755	23397	577	99
u18_24	unknown (18-24)	NL	Netherlands	2946	823	44849	16372	450	67
u55_64	unknown (55-64)	NL	Netherlands	2499	827	31338	10574	345	51
u65_	unknown (65+)	NL	Netherlands	2304	753	26935	9241	245	41
u13_17	unknown (13-17)	NL	Netherlands	455	163	8063	3684	21	3
