age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	HR	Croatia	453	159	502038	187395	1173	43
18_24	18-24	HR	Croatia	2908	718	12884645	4935278	35766	4401
25_34	25-34	HR	Croatia	3242	796	14669865	5698820	43667	5578
35_44	35-44	HR	Croatia	3180	783	10982319	4107105	34640	4044
45_54	45-54	HR	Croatia	3051	752	8171564	2816674	28441	2675
55_64	55-64	HR	Croatia	2435	697	5376554	1693668	21356	1448
65_	65+	HR	Croatia	2104	621	2991742	944317	12693	920
