advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	f	Facebook	EE	Estonia	30	1	2034966	764998	6269	1099
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	f	Facebook	EE	Estonia	8	1	1900918	869969	4091	1099
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	f	Facebook	EE	Estonia	29	1	1747970	687999	6070	799
European Parliament		178362315106	Facebook	f	Facebook	EE	Estonia	24	1	1685842	715406	16245	4012
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	f	Facebook	EE	Estonia	91	1	1399468	345928	9396	100
Isamaa erakond	Isamaa erakond	321163977576	Facebook	f	Facebook	EE	Estonia	10	1	1360988	584999	5189	1599
Urmas Paet	Paet Urmas	223092011815453	Facebook	f	Facebook	EE	Estonia	40	1	921960	201000	4359	99
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	f	Facebook	EE	Estonia	28	1	827965	314998	4771	499
Veriff		959442754113350	Facebook	f	Facebook	EE	Estonia	3	1	799997	350000	1332	267
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	f	Facebook	EE	Estonia	41	1	595680	150947	6852	700
Kialo		729627343834501	Facebook	f	Facebook	EE	Estonia	355	1	387430	148537	2562	620
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	f	Facebook	EE	Estonia	7	1	351993	130000	1493	200
Jaak Madison	Madison Jaak	536519246456733	Facebook	f	Facebook	EE	Estonia	11	1	330988	71999	1888	199
Triin Saag	Saag Triin	2012394932389774	Facebook	f	Facebook	EE	Estonia	32	1	249967	71999	3167	0
European Greens	European Greens	141366725876424	Facebook	f	Facebook	EE	Estonia	10	1	233536	86200	860	137
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	f	Facebook	EE	Estonia	38	1	221506	46917	4549	199
Keskerakond	Keskerakond	161252453921396	Facebook	f	Facebook	EE	Estonia	10	1	199990	49000	990	0
Yoko Alender		709212302463805	Facebook	f	Facebook	EE	Estonia	34	1	155966	47000	3366	0
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	f	Facebook	EE	Estonia	9	1	139972	30996	890	0
Riho Terras		2217643278496367	Facebook	f	Facebook	EE	Estonia	3	1	109997	25000	697	100
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	f	Facebook	EE	Estonia	3	1	109997	25000	697	100
Rimi Eesti		217485440760	Facebook	f	Facebook	EE	Estonia	1	1	99999	50000	498	99
Ablo		299078570887332	Facebook	f	Facebook	EE	Estonia	8	1	72991	13999	791	0
Eiki Nestor	Sotsiaaldemokraatlik Erakond	1472281069715651	Facebook	f	Facebook	EE	Estonia	7	1	67992	12999	692	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	Facebook	EE	Estonia	24	1	65150	21192	909	3
