recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	AT	Austria	3944	193	4557475	1357671	52576	3752
rd2	Last 2 days	2019-05-12	2019-05-13	AT	Austria	4331	206	10334438	3148180	116932	9670
rd3	Last 3 days	2019-05-11	2019-05-13	AT	Austria	4439	220	16710004	5122534	185579	16032
rd4	Last 4 days	2019-05-10	2019-05-13	AT	Austria	4537	228	22943592	7097358	251714	22520
rd5	Last 5 days	2019-05-09	2019-05-13	AT	Austria	4644	239	29273425	9132809	316233	28900
rd6	Last 6 days	2019-05-08	2019-05-13	AT	Austria	4779	245	35406617	11092287	379426	35190
rw1	Last week	2019-05-07	2019-05-13	AT	Austria	4897	256	41262406	12992466	437497	42626
rw2	Last 2 weeks	2019-04-30	2019-05-13	AT	Austria	6343	357	75804441	25121297	771604	95020
rw3	Last 3 weeks	2019-04-23	2019-05-13	AT	Austria	7018	432	101600116	34411346	1002408	132510
rw4	Last 4 weeks	2019-04-16	2019-05-13	AT	Austria	7431	538	112998332	38327077	1091902	145009
rm1	Last month	2019-04-14	2019-05-13	AT	Austria	7686	590	115757282	39290657	1112912	148080
rm2	Last 2 months	2019-03-15	2019-05-13	AT	Austria	9956	1183	144194573	49098477	1354212	181156
rm3	Last 3 months	2019-02-13	2019-05-13	AT	Austria	10517	1279	151294933	51672308	1418179	189899
rm6	Last 6 months	2019-01-01	2019-05-13	AT	Austria	10825	1327	156113837	53405682	1461462	196568
