advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	f	female	EE	Estonia	22	1	1259907	490913	3796	644
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	f	female	EE	Estonia	30	1	1179025	487640	3488	473
Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	f	female	EE	Estonia	8	1	1175361	533173	2720	729
Isamaa erakond	Isamaa erakond	321163977576	Facebook	f	female	EE	Estonia	10	1	981684	412298	2839	884
European Parliament		178362315106	Facebook	f	female	EE	Estonia	24	1	980325	421546	8989	2219
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	f	female	EE	Estonia	94	1	791932	205924	4854	96
Urmas Paet	Paet Urmas	223092011815453	Facebook	f	female	EE	Estonia	43	1	635418	140852	2944	107
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	f	female	EE	Estonia	47	1	589106	196916	5756	953
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	f	female	EE	Estonia	32	1	476189	202131	2457	243
Veriff		959442754113350	Facebook	f	female	EE	Estonia	3	1	396159	171604	645	129
European Greens		141366725876424	Facebook	f	female	EE	Estonia	33	1	345469	143909	1346	218
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	f	female	EE	Estonia	7	1	335519	123540	1413	189
Keskerakond	Keskerakond	161252453921396	Facebook	f	female	EE	Estonia	12	1	248833	69424	681	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	f	female	EE	Estonia	43	1	235495	48968	3999	316
Jaak Madison	Madison Jaak	536519246456733	Facebook	f	female	EE	Estonia	14	1	207337	77701	1179	136
Triin Saag	Saag Triin	2012394932389774	Facebook	f	female	EE	Estonia	35	1	120120	35275	1577	0
Yoko Alender		709212302463805	Facebook	f	female	EE	Estonia	34	1	111696	32633	2483	0
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	f	female	EE	Estonia	3	1	101412	20282	498	74
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	female	EE	Estonia	26	1	95341	24221	464	1
Reformierakond	Reformierakond	80124492882	Facebook	f	female	EE	Estonia	3	1	87498	17500	173	0
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	f	female	EE	Estonia	10	1	81581	19276	526	0
Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	f	female	EE	Estonia	2	1	75804	15161	150	0
Kialo		729627343834501	Facebook	f	female	EE	Estonia	353	1	72438	28428	482	118
Eiki Nestor	Sotsiaaldemokraatlik Erakond	1472281069715651	Facebook	f	female	EE	Estonia	4	1	65995	15999	395	0
Ablo		299078570887332	Facebook	f	female	EE	Estonia	4	1	64995	12999	395	0
