country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SK	Slovakia	m25_34	male (25-34)	5012	766	17821146	6164311	104491	11937
SK	Slovakia	m18_24	male (18-24)	4328	706	12920508	4591914	70468	8172
SK	Slovakia	f25_34	female (25-34)	5640	776	11529450	4118646	67184	7696
SK	Slovakia	m35_44	male (35-44)	5077	750	11391095	3819329	78604	7688
SK	Slovakia	f18_24	female (18-24)	4454	714	10986018	4040364	53573	6674
SK	Slovakia	f35_44	female (35-44)	5489	759	8694555	2995752	58163	5921
SK	Slovakia	f45_54	female (45-54)	5204	717	6244726	2035656	48970	3926
SK	Slovakia	m45_54	male (45-54)	4759	703	5730793	1869462	44988	3826
SK	Slovakia	f55_64	female (55-64)	4230	671	5705941	1690814	51657	2826
SK	Slovakia	m55_64	male (55-64)	3864	662	3206145	974701	28262	1676
SK	Slovakia	f65_	female (65+)	3651	595	3129185	901777	30006	1459
SK	Slovakia	m65_	male (65+)	3297	587	1972654	589845	17052	956
SK	Slovakia	f13_17	female (13-17)	441	145	434430	166263	1731	83
SK	Slovakia	m13_17	male (13-17)	420	143	312066	116190	1407	89
SK	Slovakia	u35_44	unknown (35-44)	3884	666	147893	49182	957	113
SK	Slovakia	u25_34	unknown (25-34)	3820	664	124273	42139	794	91
SK	Slovakia	u45_54	unknown (45-54)	3174	599	35450	11720	246	28
SK	Slovakia	u18_24	unknown (18-24)	2801	559	27889	9548	174	17
SK	Slovakia	u65_	unknown (65+)	2053	500	19080	5893	130	10
SK	Slovakia	u55_64	unknown (55-64)	2089	530	12762	3930	83	7
SK	Slovakia	u13_17	unknown (13-17)	262	108	1269	460	7	0
