country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IE	Ireland	Referendum Commission		580832208630212	Facebook	28	1	9446237	4284082	62495	13024
IE	Ireland	European Parliament		178362315106	Facebook	104	1	8448439	3589699	56032	10048
IE	Ireland	Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	186	1	6881566	2158930	37063	5495
IE	Ireland	Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	3	1	2199998	1100000	10497	2100
IE	Ireland	Fine Gael	Fine Gael	264172043210	Facebook	8	1	2059993	865000	10092	3200
IE	Ireland	Fianna Fáil	Fianna Fáil	222629035132	Facebook	37	1	1364957	437997	5362	699
IE	Ireland	Sean Kelly MEP		340786422717552	Facebook	71	1	1199928	425999	9828	700
IE	Ireland	Matt Carthy	Carthy Matt	580216935345125	Facebook	29	1	1184971	321000	4471	400
IE	Ireland	European Greens	European Greens	141366725876424	Facebook	15	1	1085240	537461	9423	2801
IE	Ireland	Kialo		729627343834501	Facebook	343	1	1050787	452850	6057	1649
IE	Ireland	Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	30	1	744682	165856	3767	200
IE	Ireland	Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	14	1	724986	211000	2686	600
IE	Ireland	Labour Party		164027949687	Facebook	6	1	699993	349999	2993	599
IE	Ireland	Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	9	1	560789	204899	1690	199
IE	Ireland	Andrew Doyle	Andrew Doyle	200875073325354	Facebook	9	1	559991	205000	1291	100
IE	Ireland	Guy Verhofstadt		99985820015	Facebook	2	1	504047	192309	1006	457
IE	Ireland	Department of Foreign Affairs and Trade		449282445418073	Facebook	1	1	499999	200000	4999	1000
IE	Ireland	Women for Election	Women for Election	115885998520125	Facebook	10	1	484990	196000	2590	400
IE	Ireland	Pro Life Campaign Ireland		224615650378	Facebook	4	1	449995	209999	2995	1199
IE	Ireland	Cllr. Éilis Ryan for Europe		787376334669425	Facebook	16	1	446984	152000	2784	300
IE	Ireland	Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	2	1	399998	200000	1998	1000
IE	Ireland	Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	11	1	375988	80999	1088	0
IE	Ireland	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	37	1	353999	136498	2369	361
IE	Ireland	Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	13	1	336986	72999	1287	0
IE	Ireland	Paddy Power		108803784913	Facebook	4	1	330817	136840	3081	616
