age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	IT	Italy	1965	764	7538029	2739498	27248	1243
18_24	18-24	IT	Italy	14150	4237	72267154	27345056	297075	30803
25_34	25-34	IT	Italy	16435	4758	79917701	29723366	375068	43446
35_44	35-44	IT	Italy	16695	4743	65959656	23909455	356263	39877
45_54	45-54	IT	Italy	16318	4619	78216820	27855735	442910	47988
55_64	55-64	IT	Italy	15036	4377	74142927	26290788	426785	44162
65_	65+	IT	Italy	13194	3877	53907327	18900531	322412	32134
