country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HU	Hungary	m18_24	male (18-24)	4466	1412	21793340	9315754	47923	15885
HU	Hungary	m25_34	male (25-34)	4965	1501	20148144	8453091	51143	15832
HU	Hungary	f55_64	female (55-64)	4376	1397	18076956	7299938	42619	15332
HU	Hungary	m35_44	male (35-44)	4927	1494	16399534	6802993	40078	13093
HU	Hungary	f65_	female (65+)	3912	1291	15837381	6162820	39720	13972
HU	Hungary	f18_24	female (18-24)	4614	1428	14448662	6145047	28440	9086
HU	Hungary	m45_54	male (45-54)	4791	1447	13999288	5760501	33929	11575
HU	Hungary	m55_64	male (55-64)	4258	1375	12091149	4868788	28866	10086
HU	Hungary	f45_54	female (45-54)	4949	1471	11396024	4713690	26599	9335
HU	Hungary	f25_34	female (25-34)	5115	1516	11380805	4777923	26186	8080
HU	Hungary	f35_44	female (35-44)	5090	1507	10530752	4368853	24084	7960
HU	Hungary	m65_	male (65+)	3838	1278	9598498	3755324	24183	8187
HU	Hungary	f13_17	female (13-17)	962	561	748121	300562	1692	325
HU	Hungary	m13_17	male (13-17)	984	589	746974	303104	1769	374
HU	Hungary	u35_44	unknown (35-44)	3686	949	101318	40803	326	86
HU	Hungary	u25_34	unknown (25-34)	3465	888	75336	30523	251	66
HU	Hungary	u45_54	unknown (45-54)	3264	825	46314	18477	154	41
HU	Hungary	u65_	unknown (65+)	2351	661	30395	11606	82	25
HU	Hungary	u55_64	unknown (55-64)	2473	719	24712	9774	63	19
HU	Hungary	u18_24	unknown (18-24)	2412	649	22906	9405	76	19
HU	Hungary	u13_17	unknown (13-17)	267	125	1368	557	3	0
