advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Martin Kuba	Martin Kuba	114474108677288	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	4	1	60406	12185	581	116
Lubomír Pána - politik		321612651714289	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	8	1	54992	20000	388	112
Piráti České Budějovice	Hansal Jaroslav	153535188480725	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	1	1	49999	10000	194	38
ČSSD	ČSSD	111041662264882	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	1499	1	43397	9532	202	42
European Parliament		178362315106	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	97	1	41557	18313	280	62
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	66	1	32797	9062	95	21
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	63	1	30639	6310	110	22
MC Hejtman		1838584856406893	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	1	1	28722	5744	11	2
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	114	1	22301	8020	92	23
HLAS	První prezidentská	320144481956623	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	91	1	19213	4118	65	14
Eva Decroix	ODS - Občanská demokratická strana	567229570370422	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	17	1	16916	5601	59	17
European Commission		107898832590939	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	13	1	12470	5734	48	11
Andrej Babiš	ANO	214827221987263	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	24	1	9295	3941	36	9
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	96	1	8799	3071	43	1
Evropa společně	Evropa společně	535611970260854	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	49	1	8761	2948	117	4
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	61	1	7831	3067	23	6
Pavel Poc	Poc Pavel	202974613060409	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	20	1	7194	2865	15	4
MUDr. Gabriela Pecková - TOP 09	Vondryska Jan	113755299053	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	26	1	6322	1276	25	5
Gambrinus		146991996743	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	3	1	6074	2753	44	8
Roman Kriz	Kriz Roman	382745889213194	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	154	1	5499	1012	20	3
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	42	1	5411	1477	22	4
Hlasy zvířat		1523633234529577	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	1	1	4999	1000	19	3
KDU-ČSL	KDU-ČSL	251656685576	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	87	1	4949	1856	14	4
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	19	1	4780	1657	9	3
Starostové a nezávislí	Starostové (STAN) s regionálními partnery a TOP 09	370583064327	Facebook	south_bohemian_region	South Bohemian Region	CZ	Czechia	14	1	4548	1871	14	4
