advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f13_17	female (13-17)	LT	Lithuania	19	1	69389	30862	200	29
Greens/EFA in the European Parliament		150527751674751	Facebook	f13_17	female (13-17)	LT	Lithuania	18	1	20072	8538	20	4
Europos Komisijos atstovybė Lietuvoje		76783564232	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	11754	5877	29	5
Selenacup		695110977328384	Facebook	f13_17	female (13-17)	LT	Lithuania	2	1	8289	3581	6	0
Socialinės apsaugos ir darbo ministerija		183786048462	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	7213	1442	14	0
Coastal Studies		11070113987	Facebook	f13_17	female (13-17)	LT	Lithuania	2	1	6776	1355	14	0
European Commission		107898832590939	Facebook	f13_17	female (13-17)	LT	Lithuania	3	1	4190	2095	10	2
NATO 70 egzaminas		2240521622862234	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	3580	716	7	0
Tėvyne Mūsų		1524944987615159	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	2809	1405	27	0
Wholesome Culture		1664959567149320	Facebook	f13_17	female (13-17)	LT	Lithuania	4	1	2026	883	4	0
Give A Vote		2186129244970085	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	1561	624	1	0
EEA and Norway Grants		70937137362	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	1259	503	0	0
European Youth		130456876990360	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	1222	611	3	0
Aušra Maldeikienė		1650670061877646	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	1093	218	1	0
Perseus Apparel		1112003955624720	Facebook	f13_17	female (13-17)	LT	Lithuania	10	1	888	185	1	0
On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	f13_17	female (13-17)	LT	Lithuania	8	1	568	119	1	0
Wageningen University & Research		128618593840392	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	547	109	1	0
LIKE APP		272972103180159	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	528	211	0	0
Huawei Europe		1709278142683543	Facebook	f13_17	female (13-17)	LT	Lithuania	1	1	522	261	0	0
Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	f13_17	female (13-17)	LT	Lithuania	7	1	473	181	1	0
Council of the European Union		147547541961576	Facebook	f13_17	female (13-17)	LT	Lithuania	3	1	438	218	1	0
